filename,cluster,shape_category
45597.png,8,5
52633.png,8,5
10889.png,8,26
65992.png,8,28
4945.png,8,9
10031.png,1,20
11219.png,8,6
47230.png,8,19
71330.png,0,7
45978.png,8,2
22344.png,8,8
8501.png,8,1
16358.png,8,1
11274.png,0,15
68469.png,3,0
45805.png,6,21
48043.png,7,1
77320.png,3,6
6997.png,1,22
187.png,12,7
39353.png,19,5
44869.png,8,23
42306.png,1,20
40892.png,15,8
27636.png,12,26
12146.png,10,19
68560.png,2,17
66973.png,3,3
12794.png,15,7
16877.png,8,2
10198.png,19,29
18860.png,19,18
20070.png,8,10
42700.png,18,11
74243.png,8,29
52892.png,2,17
34973.png,8,8
27389.png,8,21
6268.png,8,25
19579.png,5,27
45097.png,2,17
34097.png,8,5
71858.png,1,28
45984.png,4,3
71312.png,6,26
6514.png,5,4
70441.png,16,24
43512.png,1,27
36450.png,8,25
10969.png,19,28
66405.png,6,21
79650.png,0,7
39330.png,7,22
13820.png,8,14
51394.png,8,18
30159.png,8,8
37293.png,8,8
35435.png,3,10
52393.png,5,19
80197.png,3,1
9200.png,8,7
21969.png,8,23
52689.png,2,17
68231.png,16,6
10649.png,8,16
41955.png,8,12
48141.png,14,8
71062.png,2,18
54130.png,19,15
33104.png,2,18
16862.png,15,10
20296.png,8,17
32936.png,5,29
12850.png,3,6
47877.png,3,16
22195.png,5,12
65510.png,8,15
7383.png,8,23
52029.png,3,17
63446.png,16,21
52281.png,7,5
32493.png,4,26
41006.png,2,17
66861.png,8,4
66825.png,3,16
43993.png,14,17
13363.png,12,0
4677.png,11,26
17177.png,7,16
12869.png,11,27
45278.png,8,25
47948.png,1,22
1470.png,8,27
69083.png,18,23
39218.png,6,8
1682.png,19,10
56512.png,8,28
37682.png,4,26
44010.png,8,19
33708.png,8,10
70735.png,1,20
37166.png,10,14
71324.png,5,25
50575.png,17,4
18926.png,3,11
68249.png,8,20
46076.png,18,14
23518.png,17,29
32253.png,8,22
33899.png,17,21
70564.png,8,26
38288.png,8,7
77080.png,3,27
63814.png,1,11
80079.png,8,16
36037.png,2,18
31430.png,8,9
65894.png,16,16
12540.png,19,10
65472.png,8,0
43671.png,1,5
16821.png,19,20
34152.png,6,12
2234.png,8,22
11574.png,8,26
6766.png,8,12
79553.png,11,9
63672.png,8,7
30281.png,8,9
17496.png,8,19
18411.png,17,2
25824.png,8,17
3107.png,18,10
72226.png,19,27
48659.png,18,10
66015.png,4,7
211.png,8,23
47363.png,8,24
5332.png,8,16
13616.png,18,23
56660.png,13,8
8534.png,1,20
14349.png,8,17
16603.png,8,15
61772.png,9,0
40965.png,8,19
4477.png,5,12
76016.png,0,2
61858.png,2,17
14973.png,8,6
73559.png,17,5
58945.png,8,2
47662.png,8,20
72138.png,1,18
23160.png,19,20
20857.png,8,4
43773.png,10,17
71476.png,1,22
31850.png,12,16
74715.png,3,27
23963.png,8,26
71729.png,3,5
22117.png,15,22
78249.png,8,14
2630.png,8,20
35540.png,0,15
4629.png,15,28
42855.png,2,27
1016.png,2,17
31966.png,8,24
41248.png,12,7
12375.png,8,11
28495.png,8,5
66831.png,8,7
29026.png,19,25
39901.png,2,16
8103.png,16,9
44733.png,17,18
36386.png,8,22
53083.png,2,18
69796.png,8,28
39470.png,0,2
72483.png,2,29
67491.png,0,18
62856.png,8,18
4340.png,16,9
308.png,9,15
60324.png,18,23
24767.png,8,9
49956.png,8,8
18083.png,8,1
9169.png,8,3
51546.png,15,18
5636.png,2,13
32910.png,8,17
50107.png,8,4
78700.png,8,26
35732.png,7,1
79884.png,1,20
10788.png,8,3
10640.png,15,3
22068.png,1,20
3143.png,0,14
17998.png,7,1
79633.png,8,27
35003.png,8,12
44155.png,8,25
72868.png,13,8
24017.png,8,6
886.png,5,4
36380.png,0,7
75499.png,8,5
35174.png,6,9
19808.png,8,25
23867.png,8,9
60515.png,8,29
2244.png,16,2
20233.png,8,15
60241.png,6,21
52791.png,8,19
55593.png,8,16
55291.png,19,28
15436.png,1,17
57099.png,8,6
462.png,8,21
55268.png,1,20
23307.png,15,3
29086.png,8,16
1045.png,6,21
18218.png,8,13
50153.png,8,21
43389.png,19,14
43047.png,19,10
80064.png,8,8
36608.png,4,29
74233.png,3,27
46966.png,8,11
38996.png,16,8
1814.png,19,8
18457.png,8,10
48657.png,11,5
58642.png,8,0
75436.png,8,29
66908.png,19,5
70926.png,8,7
8884.png,8,26
63779.png,0,2
41649.png,2,17
64560.png,8,5
77095.png,13,21
49060.png,8,8
30327.png,8,1
45630.png,3,9
49352.png,7,20
49428.png,8,29
7709.png,2,27
27524.png,2,18
26621.png,8,28
21666.png,8,21
54425.png,8,14
24080.png,8,16
73142.png,8,16
51954.png,6,4
52547.png,15,20
57547.png,5,4
52923.png,8,1
54019.png,11,4
52819.png,19,29
34563.png,9,11
25179.png,2,10
36224.png,8,15
11057.png,8,15
49084.png,8,0
11479.png,8,17
9089.png,8,8
7380.png,8,26
76879.png,8,13
68451.png,8,10
47934.png,11,8
69246.png,14,27
68656.png,1,7
66057.png,8,26
41926.png,8,20
8531.png,18,23
64518.png,0,25
26415.png,15,3
43583.png,0,4
68383.png,8,22
10849.png,8,26
2383.png,1,20
7629.png,16,8
56476.png,8,10
1490.png,2,0
18479.png,1,20
31269.png,4,9
70602.png,19,19
79220.png,3,17
70117.png,4,11
18621.png,5,20
48064.png,3,17
3566.png,8,11
32471.png,19,14
13327.png,19,8
79646.png,8,23
43036.png,0,6
51640.png,15,20
1212.png,16,3
26289.png,8,2
58969.png,0,27
7255.png,19,9
42946.png,2,25
16594.png,1,22
40687.png,1,20
76514.png,8,28
73258.png,1,22
25242.png,2,27
75701.png,18,23
34810.png,17,6
76125.png,2,0
48150.png,8,24
79962.png,8,27
51523.png,8,14
43132.png,8,22
17781.png,8,15
56267.png,2,28
56891.png,2,25
69030.png,11,13
65996.png,1,5
9545.png,17,21
11013.png,3,11
77473.png,5,11
1589.png,8,9
15924.png,8,18
21090.png,8,24
45742.png,14,9
26541.png,0,15
3037.png,1,24
27582.png,2,18
41684.png,8,15
16614.png,15,26
10539.png,8,5
61696.png,8,28
70286.png,1,22
63865.png,8,12
2660.png,1,22
62008.png,1,22
45502.png,0,27
12211.png,2,17
75178.png,8,26
45666.png,8,13
34470.png,19,25
34255.png,8,11
908.png,0,7
21169.png,5,29
57093.png,1,12
38118.png,8,29
20191.png,8,9
43522.png,0,14
68273.png,0,2
29970.png,8,29
75626.png,8,21
61138.png,10,6
16105.png,8,14
51622.png,3,18
16466.png,3,2
38565.png,0,26
31994.png,8,5
40737.png,2,5
35964.png,1,27
4429.png,12,22
32074.png,2,18
78565.png,0,8
8756.png,8,1
42783.png,3,22
1480.png,2,25
9751.png,19,24
4083.png,8,7
7135.png,0,27
25330.png,3,8
58661.png,8,5
4493.png,3,6
40056.png,1,5
76140.png,8,27
5732.png,3,16
20868.png,8,2
19804.png,3,16
67798.png,8,12
74827.png,8,27
71481.png,8,5
24102.png,8,25
2677.png,2,18
31070.png,8,1
12121.png,8,16
68704.png,18,0
41772.png,8,24
12780.png,8,23
18151.png,8,3
38156.png,8,8
13545.png,8,11
43571.png,0,0
60218.png,1,22
9985.png,19,25
49385.png,8,18
49944.png,19,9
10800.png,8,0
43840.png,8,4
47633.png,2,17
60355.png,3,26
47157.png,8,11
74988.png,13,4
36118.png,8,13
41415.png,12,8
78642.png,8,20
1537.png,14,9
76801.png,8,19
28332.png,8,27
56305.png,16,3
37760.png,5,21
43856.png,8,11
36841.png,8,4
59802.png,18,10
3553.png,0,3
78342.png,19,27
61182.png,19,20
27664.png,11,8
19160.png,0,19
32757.png,18,18
65438.png,19,5
5987.png,0,19
61514.png,13,23
1278.png,8,18
76909.png,2,4
33386.png,3,6
5590.png,8,22
66523.png,8,8
57885.png,8,4
58923.png,1,22
70883.png,18,19
781.png,8,14
25033.png,8,3
41339.png,8,7
45011.png,8,15
42066.png,19,24
31511.png,8,12
23570.png,8,27
32763.png,8,12
42886.png,6,26
20858.png,8,25
17543.png,8,4
55540.png,5,18
24656.png,19,18
66079.png,8,7
51733.png,15,18
3108.png,8,21
51236.png,19,1
11947.png,7,5
19497.png,5,13
38516.png,2,14
28102.png,8,25
68657.png,0,2
22054.png,2,17
80332.png,8,13
31605.png,8,5
36735.png,8,10
71027.png,8,4
14166.png,14,16
58436.png,0,25
54482.png,8,21
8592.png,8,25
34208.png,8,7
59008.png,8,19
66927.png,18,23
50781.png,17,21
54737.png,3,16
66391.png,7,20
24576.png,19,10
29495.png,14,4
14550.png,8,7
47893.png,8,8
32083.png,8,13
36842.png,2,0
53747.png,15,1
15186.png,8,3
34434.png,16,9
64310.png,8,14
57807.png,18,23
5827.png,2,23
27516.png,5,29
62927.png,8,15
68243.png,3,19
47163.png,17,18
72135.png,1,5
35372.png,8,21
66757.png,8,10
79025.png,8,11
22930.png,19,18
34588.png,4,4
6389.png,19,18
11230.png,8,15
9980.png,8,8
53975.png,15,29
44941.png,1,20
72989.png,8,19
26179.png,7,28
79544.png,4,24
58490.png,8,6
25720.png,8,18
54209.png,0,14
11548.png,11,21
20783.png,8,4
67957.png,2,17
73415.png,8,10
48548.png,15,16
72788.png,12,17
65518.png,14,8
46360.png,8,27
35508.png,2,27
21597.png,0,15
38410.png,8,3
64483.png,8,7
33973.png,14,10
37914.png,19,13
11092.png,5,6
22257.png,1,28
464.png,17,25
7114.png,1,22
4554.png,8,9
78435.png,0,29
4057.png,8,21
38685.png,8,11
29291.png,8,16
45534.png,8,14
18346.png,8,27
47039.png,2,18
58370.png,15,28
34833.png,1,22
12255.png,8,7
860.png,19,13
56828.png,8,18
51001.png,7,5
76750.png,8,20
4977.png,16,9
52509.png,18,25
74914.png,8,19
44736.png,3,26
47804.png,0,14
24301.png,8,8
62270.png,2,17
3859.png,11,28
17120.png,5,22
5876.png,7,5
8304.png,8,8
71395.png,8,2
51090.png,8,22
36733.png,8,16
48059.png,8,2
39726.png,8,27
18596.png,8,13
18656.png,2,11
10977.png,8,16
35758.png,8,4
2582.png,2,25
46713.png,6,21
74633.png,19,18
72606.png,2,27
40680.png,8,15
59991.png,4,26
1724.png,8,11
60917.png,3,20
68222.png,8,28
68887.png,6,1
53989.png,2,17
56390.png,8,16
27460.png,1,27
65358.png,18,23
1578.png,18,23
10010.png,19,28
57447.png,14,7
74692.png,8,14
48377.png,19,14
21942.png,3,27
18863.png,2,5
54407.png,8,18
5020.png,8,13
60474.png,8,29
37363.png,5,11
71739.png,11,26
20273.png,5,10
36880.png,8,7
7273.png,17,18
41938.png,8,25
25733.png,8,21
64275.png,8,9
53195.png,5,4
49566.png,15,20
25742.png,8,7
52909.png,5,26
36144.png,2,17
41276.png,19,20
2346.png,8,17
54250.png,10,15
4779.png,19,20
41638.png,17,23
32375.png,8,5
74388.png,8,7
14143.png,0,6
77772.png,8,26
10863.png,19,20
39891.png,8,23
11873.png,19,6
37723.png,15,21
41644.png,8,2
60182.png,18,10
1514.png,8,11
51330.png,8,8
44807.png,8,5
15832.png,3,17
38945.png,10,2
27660.png,8,27
59534.png,0,15
41702.png,4,19
39920.png,8,2
4450.png,2,18
8500.png,8,23
8078.png,8,17
12262.png,19,25
59679.png,19,13
63479.png,1,7
29908.png,1,22
62167.png,3,21
75617.png,11,5
71647.png,8,6
54327.png,15,17
55262.png,8,11
60703.png,8,12
35353.png,2,17
42551.png,8,25
70177.png,3,26
10013.png,8,12
33219.png,1,22
47564.png,9,11
3273.png,17,20
55485.png,8,29
40952.png,12,12
4903.png,19,25
78997.png,8,15
31919.png,1,22
31960.png,8,1
45318.png,8,10
761.png,8,25
10808.png,16,19
49343.png,2,18
67713.png,10,17
7131.png,9,8
42430.png,2,17
25502.png,8,17
70663.png,3,2
7997.png,9,5
68676.png,19,17
62199.png,2,5
60316.png,8,14
43470.png,3,5
70155.png,10,7
3935.png,8,13
12942.png,8,10
64266.png,14,5
77121.png,1,22
28087.png,3,21
71339.png,8,4
72333.png,8,21
23360.png,16,9
21527.png,8,29
18960.png,8,10
62363.png,8,13
11123.png,8,16
5568.png,8,22
44029.png,8,8
42348.png,11,26
7575.png,11,8
6167.png,8,26
30173.png,8,9
67597.png,8,16
29736.png,8,6
46181.png,0,2
44830.png,0,16
26577.png,8,25
6571.png,4,27
78955.png,0,7
78377.png,8,26
70862.png,1,20
15369.png,8,8
49536.png,5,2
16900.png,1,16
16022.png,3,27
32940.png,19,24
65249.png,0,6
2483.png,2,17
22430.png,19,19
16777.png,8,28
9840.png,4,4
5312.png,6,21
11790.png,19,8
77856.png,2,17
53538.png,19,20
65114.png,8,27
1222.png,2,17
11475.png,8,16
26382.png,5,19
72680.png,8,26
21280.png,1,22
47838.png,5,16
10559.png,5,21
39145.png,1,20
15064.png,1,19
13662.png,2,17
70520.png,8,28
61638.png,17,21
64199.png,2,5
56242.png,5,12
61071.png,3,7
43546.png,8,12
2938.png,1,28
996.png,2,17
10764.png,3,8
25134.png,8,23
7958.png,3,26
57294.png,12,1
76.png,8,11
55891.png,4,19
17933.png,8,28
30106.png,8,2
43163.png,0,0
16297.png,8,26
30328.png,8,14
75382.png,18,23
54296.png,19,20
38676.png,2,24
57145.png,0,18
54231.png,17,18
60869.png,7,22
16351.png,1,27
26737.png,8,28
69779.png,8,13
17309.png,8,19
65319.png,3,3
80740.png,19,6
21334.png,3,17
70195.png,8,23
4592.png,17,26
55479.png,2,13
10394.png,9,18
13916.png,8,13
71590.png,15,18
58634.png,3,26
47336.png,12,16
9093.png,8,28
37003.png,15,18
55249.png,4,13
8171.png,8,23
11466.png,19,13
64883.png,4,19
60857.png,18,23
65194.png,8,14
27441.png,8,4
2937.png,8,26
31344.png,1,22
14379.png,8,7
19602.png,8,16
66746.png,8,19
64919.png,8,17
40957.png,13,9
48991.png,1,22
47201.png,1,22
17013.png,8,4
53353.png,8,27
47690.png,15,24
319.png,8,28
18089.png,11,8
15007.png,8,13
32920.png,12,27
24383.png,19,18
47590.png,9,19
36612.png,15,18
68490.png,3,21
62205.png,8,16
37697.png,8,20
65552.png,8,15
63507.png,18,23
56873.png,18,23
28570.png,8,23
38386.png,8,3
49248.png,3,6
77913.png,0,14
2696.png,19,27
78759.png,8,21
34223.png,1,9
61215.png,8,22
47868.png,2,17
11304.png,8,1
76995.png,8,24
75671.png,2,27
43245.png,7,3
39761.png,18,23
79217.png,3,4
6116.png,1,3
80293.png,8,7
16362.png,17,5
49782.png,8,3
53558.png,7,1
13.png,8,5
75840.png,0,24
17856.png,16,23
57512.png,8,12
23277.png,19,28
75875.png,8,11
35770.png,8,14
52013.png,8,8
70288.png,8,20
31616.png,19,7
16350.png,15,25
63091.png,6,1
39875.png,6,1
34278.png,1,28
75609.png,0,19
69142.png,0,26
24847.png,8,21
65653.png,8,16
73075.png,18,19
66248.png,8,23
57641.png,8,29
37874.png,2,18
39738.png,7,20
50684.png,8,21
6077.png,2,13
32339.png,8,25
34189.png,8,27
4064.png,8,8
34761.png,3,5
16183.png,19,27
33581.png,8,4
67515.png,8,1
63604.png,19,12
4414.png,8,16
15381.png,4,26
18025.png,8,20
76474.png,13,16
53789.png,8,2
51538.png,7,19
71347.png,18,0
71682.png,9,1
75358.png,0,7
9333.png,2,17
44904.png,1,20
75721.png,2,17
62972.png,8,1
72722.png,1,5
73048.png,8,7
47653.png,5,29
53811.png,5,12
79900.png,18,0
22451.png,8,9
48098.png,8,24
18597.png,8,0
15406.png,8,20
49500.png,1,22
62548.png,18,25
36241.png,3,7
64932.png,8,1
12753.png,0,25
78039.png,16,5
9996.png,8,27
2433.png,5,24
65442.png,8,19
48153.png,8,17
30643.png,1,22
17401.png,8,1
61474.png,0,5
55589.png,19,28
14246.png,12,12
14329.png,8,9
1684.png,19,18
79792.png,8,4
9916.png,19,18
60109.png,7,20
60209.png,18,1
16894.png,1,14
35903.png,8,13
15349.png,0,0
7531.png,19,8
38998.png,8,18
70239.png,4,27
58901.png,1,22
23358.png,2,17
18120.png,15,28
27163.png,2,13
14985.png,8,12
9043.png,2,5
33677.png,8,16
72006.png,0,7
36183.png,1,22
13126.png,8,27
23457.png,2,5
76045.png,18,29
22957.png,8,22
8141.png,8,13
14739.png,9,8
51670.png,8,18
5373.png,6,1
10112.png,16,9
47871.png,18,23
58309.png,13,26
9643.png,8,21
44636.png,17,25
61941.png,10,23
10998.png,6,8
30961.png,8,3
31364.png,9,3
41042.png,8,11
27868.png,8,7
59415.png,8,3
5420.png,8,22
61546.png,19,7
31271.png,8,12
70626.png,8,28
20595.png,8,18
13413.png,8,20
7518.png,8,24
79671.png,0,19
3711.png,8,7
19285.png,8,10
45699.png,5,4
50867.png,8,24
55738.png,10,17
10859.png,17,4
47841.png,19,8
19195.png,15,5
34738.png,19,19
74753.png,8,8
2221.png,14,10
72973.png,3,7
24563.png,8,10
20237.png,12,7
42636.png,0,14
74615.png,8,19
79160.png,8,11
55087.png,8,6
76280.png,3,0
3608.png,8,24
40279.png,3,7
60061.png,8,27
23578.png,0,0
32762.png,8,16
34677.png,13,15
49890.png,2,17
66657.png,19,5
53668.png,8,16
32198.png,8,20
60100.png,2,0
18918.png,13,12
23116.png,19,13
29752.png,18,23
29975.png,8,29
39846.png,8,29
77962.png,8,16
5951.png,17,17
30042.png,18,23
52286.png,3,5
41460.png,0,0
57656.png,8,18
4411.png,1,24
75179.png,1,5
1979.png,8,15
16491.png,8,0
45506.png,0,2
56493.png,0,21
71498.png,3,27
71489.png,8,10
21983.png,19,7
66950.png,8,4
80122.png,8,1
693.png,8,16
71214.png,2,18
25244.png,1,28
56331.png,10,22
79475.png,8,1
22063.png,8,7
42246.png,17,18
37654.png,8,28
75673.png,0,4
1460.png,5,29
35829.png,8,4
35970.png,8,2
19404.png,8,12
48311.png,1,5
58300.png,8,11
46106.png,8,2
58775.png,13,1
42477.png,8,8
71975.png,3,17
38458.png,9,5
78428.png,6,21
69206.png,8,27
49271.png,18,29
49670.png,5,12
4697.png,3,26
11228.png,8,1
61026.png,0,19
72238.png,8,0
33514.png,13,29
7471.png,19,20
35470.png,8,14
74442.png,19,5
47253.png,3,7
9152.png,2,18
12520.png,1,22
45160.png,8,6
43903.png,8,12
75761.png,2,27
24814.png,2,17
46531.png,12,16
80160.png,8,17
10335.png,19,9
48466.png,2,18
63912.png,8,16
21870.png,0,12
37463.png,8,21
52650.png,15,2
15570.png,5,25
13760.png,3,7
29922.png,8,13
21188.png,4,17
33769.png,14,8
46887.png,12,16
8345.png,8,28
47866.png,8,6
53000.png,8,5
14982.png,3,13
60545.png,6,1
25219.png,1,22
43416.png,8,16
14564.png,11,8
67175.png,18,23
25821.png,2,17
40701.png,0,6
65573.png,5,29
45312.png,8,11
51950.png,8,16
68157.png,8,1
10154.png,3,3
59702.png,8,28
42974.png,19,28
31432.png,0,15
40845.png,8,29
6522.png,8,25
33384.png,9,4
17563.png,15,18
62039.png,8,11
67168.png,8,4
55995.png,18,10
26269.png,18,23
25398.png,3,16
45108.png,8,27
1135.png,8,8
7790.png,11,16
73624.png,18,29
78911.png,2,18
56391.png,8,2
19278.png,2,17
71670.png,8,10
38839.png,8,11
57683.png,18,10
69720.png,4,4
20566.png,8,4
8670.png,6,21
27326.png,19,17
33831.png,8,28
40712.png,8,28
5012.png,8,8
55659.png,8,24
72881.png,8,5
73417.png,8,24
14004.png,8,25
1701.png,18,6
22997.png,16,9
63431.png,8,10
24618.png,8,13
77831.png,19,4
44108.png,18,23
51681.png,8,5
65582.png,2,17
39095.png,8,23
41817.png,0,14
53079.png,8,18
25999.png,19,23
6701.png,8,6
23675.png,2,17
1530.png,8,10
23932.png,8,4
52226.png,9,19
42290.png,8,18
67720.png,8,2
37793.png,2,18
58438.png,8,23
75622.png,0,6
52816.png,17,21
75037.png,8,16
29712.png,0,27
77776.png,0,16
28986.png,8,26
24871.png,8,27
45276.png,8,7
72902.png,8,18
15676.png,16,11
20499.png,3,16
38201.png,8,10
50749.png,8,26
34240.png,8,15
29231.png,3,27
74237.png,8,10
47229.png,8,10
427.png,8,8
51882.png,1,28
33013.png,6,21
36326.png,6,1
74629.png,1,20
51688.png,8,18
18576.png,11,9
58365.png,8,9
5758.png,15,25
34720.png,0,5
65538.png,8,1
17941.png,15,16
70096.png,18,5
11188.png,8,3
47326.png,18,23
45512.png,8,3
25078.png,2,17
2957.png,2,13
50119.png,8,9
18073.png,1,22
47366.png,0,6
60920.png,19,0
43073.png,3,26
55246.png,8,22
46843.png,8,16
59786.png,16,9
813.png,2,27
46536.png,8,9
65219.png,8,16
13888.png,16,16
25557.png,8,2
9613.png,11,8
37152.png,2,17
9851.png,1,20
12600.png,14,11
958.png,2,17
31844.png,19,0
49642.png,0,2
72246.png,18,6
49895.png,5,29
73925.png,8,24
28591.png,1,22
73969.png,1,24
79208.png,19,12
77614.png,8,10
69092.png,2,29
33041.png,8,5
50982.png,8,19
66236.png,3,15
15390.png,3,22
24262.png,19,7
46320.png,8,10
69900.png,18,23
32666.png,19,10
44744.png,8,10
76609.png,2,5
19435.png,8,14
43725.png,8,4
10929.png,15,21
13292.png,8,23
51980.png,8,23
46665.png,19,21
38746.png,19,2
59682.png,8,7
74423.png,3,3
79301.png,8,11
26312.png,8,21
67244.png,8,17
73058.png,0,14
49230.png,3,26
57186.png,8,0
66358.png,8,8
75885.png,7,23
53180.png,8,24
11037.png,2,18
33158.png,8,1
17059.png,8,21
31583.png,15,2
52106.png,8,28
43324.png,19,13
28338.png,3,26
14726.png,8,22
40796.png,1,5
36143.png,8,5
35387.png,8,16
49976.png,0,13
63997.png,8,9
15462.png,8,23
55059.png,11,4
34736.png,3,4
37322.png,2,17
57590.png,8,11
70801.png,0,16
61233.png,8,16
19099.png,8,3
6654.png,8,10
35.png,2,18
63724.png,19,11
39111.png,2,18
62269.png,9,11
4645.png,2,17
60820.png,8,18
79572.png,16,1
36068.png,0,15
38779.png,15,0
50117.png,1,24
3765.png,8,22
74301.png,8,6
3966.png,8,26
37503.png,0,6
59684.png,8,18
46914.png,0,2
56749.png,8,1
10166.png,7,24
52635.png,8,15
10131.png,3,3
68737.png,8,2
34151.png,8,22
6759.png,9,26
6353.png,2,5
17250.png,4,5
6906.png,3,3
46194.png,3,1
7763.png,3,28
55162.png,2,17
47985.png,8,15
41187.png,2,17
29111.png,8,18
13991.png,7,3
50616.png,19,28
48888.png,8,28
76773.png,8,2
73285.png,2,8
57999.png,8,13
22866.png,4,26
37705.png,6,24
8300.png,8,18
48617.png,9,9
13637.png,10,11
17255.png,8,14
23652.png,8,10
14109.png,8,3
42105.png,8,21
79262.png,14,4
40663.png,13,14
17441.png,1,22
32596.png,3,26
65495.png,7,25
25389.png,7,11
10675.png,2,16
24421.png,1,20
24881.png,8,5
17452.png,7,1
33288.png,15,20
61459.png,8,5
55854.png,8,13
73194.png,8,5
49920.png,8,2
64224.png,19,5
67902.png,8,14
65771.png,5,6
27588.png,8,23
45166.png,3,26
24587.png,12,26
53911.png,19,0
59298.png,5,4
34666.png,8,27
4091.png,8,8
74939.png,6,1
146.png,3,3
10884.png,2,5
49016.png,8,26
46173.png,8,7
12090.png,8,24
10827.png,8,12
9216.png,1,16
22905.png,8,7
77052.png,19,18
80515.png,12,9
49596.png,7,5
50232.png,8,13
65879.png,19,16
70071.png,8,9
1993.png,5,11
17746.png,8,14
10410.png,8,2
56444.png,6,26
36985.png,8,16
51028.png,5,27
24658.png,8,14
61813.png,12,15
18354.png,8,1
78365.png,1,22
38557.png,8,3
74860.png,2,18
37805.png,15,25
57718.png,8,4
48204.png,8,13
38921.png,8,4
20485.png,3,22
6341.png,11,8
77957.png,9,4
79958.png,18,0
68165.png,13,21
50772.png,8,10
13454.png,0,14
47295.png,12,7
47721.png,0,2
74625.png,8,21
63105.png,4,16
9652.png,19,14
16396.png,0,15
48629.png,15,29
9603.png,3,22
50487.png,15,5
79674.png,4,11
40709.png,9,15
13641.png,8,14
40747.png,2,17
38169.png,8,25
15789.png,8,13
79344.png,0,12
77591.png,8,14
7696.png,8,18
8239.png,8,29
54824.png,8,12
62144.png,2,20
8545.png,1,20
77909.png,1,20
9621.png,8,22
79464.png,5,11
31259.png,12,22
11580.png,16,11
56509.png,8,28
13475.png,8,1
59278.png,8,2
80643.png,8,18
2193.png,8,1
15796.png,8,2
38804.png,8,8
47946.png,18,23
26459.png,6,1
28866.png,9,11
30567.png,1,20
80545.png,8,6
64987.png,3,7
39996.png,8,15
43917.png,19,9
25827.png,8,1
41620.png,1,20
67620.png,18,23
78047.png,4,3
55410.png,8,10
80275.png,8,4
37653.png,8,27
29982.png,8,14
72080.png,0,16
10787.png,5,25
72859.png,16,9
19889.png,8,14
11991.png,8,1
35368.png,0,27
23844.png,19,14
48444.png,8,16
7234.png,8,23
14764.png,19,8
13705.png,3,29
64744.png,7,1
76793.png,0,28
11227.png,9,19
60465.png,8,27
34275.png,6,16
51974.png,3,9
76274.png,8,16
57562.png,8,19
39398.png,15,4
27746.png,8,13
36723.png,1,5
71118.png,8,0
31444.png,1,22
34920.png,2,12
21967.png,19,26
9157.png,11,7
34485.png,8,27
75498.png,19,20
79985.png,1,22
6365.png,8,24
61201.png,18,5
32567.png,16,11
77754.png,8,7
78945.png,1,24
56721.png,8,11
19238.png,8,2
29718.png,3,3
39813.png,1,22
76309.png,3,26
12569.png,8,15
20807.png,15,3
34611.png,8,13
69995.png,12,16
37445.png,8,5
13251.png,6,25
17824.png,3,1
61179.png,8,2
56294.png,2,0
22540.png,19,9
76630.png,8,20
71539.png,8,27
62807.png,6,3
57148.png,2,17
69574.png,1,22
16043.png,8,16
65277.png,6,26
61692.png,6,10
5684.png,8,27
37852.png,18,0
45484.png,9,11
7595.png,11,4
76000.png,8,7
8145.png,14,4
66161.png,8,5
32582.png,5,4
30489.png,4,4
26659.png,8,21
47463.png,8,9
59532.png,6,21
40221.png,2,18
73281.png,8,7
38073.png,8,29
30816.png,10,17
51191.png,8,28
23831.png,19,7
31379.png,4,26
42133.png,1,20
9556.png,8,17
54308.png,8,16
5734.png,8,9
12135.png,8,10
35849.png,8,15
37963.png,0,14
71775.png,9,26
16040.png,8,5
22104.png,2,17
8621.png,1,24
16657.png,17,26
66119.png,19,5
3064.png,1,28
66794.png,5,12
51382.png,8,9
37092.png,1,20
4498.png,8,21
6814.png,8,14
63547.png,8,8
72190.png,8,21
30527.png,8,26
8135.png,8,2
769.png,3,0
33919.png,13,26
37955.png,3,12
16896.png,15,14
55683.png,8,12
65881.png,8,7
56285.png,2,18
73493.png,8,11
44267.png,12,16
24464.png,16,8
28108.png,8,10
30445.png,8,3
46399.png,19,27
17897.png,2,17
27521.png,0,6
68289.png,1,22
40393.png,8,21
58967.png,18,12
48846.png,19,5
75481.png,8,16
43632.png,8,4
40599.png,11,5
35600.png,8,14
4784.png,8,20
43394.png,15,23
2654.png,8,13
15246.png,14,7
53981.png,15,12
15551.png,3,16
40591.png,17,21
46921.png,3,21
43819.png,18,23
40386.png,11,21
15065.png,8,7
47395.png,1,19
10680.png,2,17
32720.png,9,3
58186.png,8,19
54356.png,8,20
30023.png,8,3
61186.png,3,17
77536.png,2,18
52713.png,8,21
53862.png,16,3
77819.png,4,4
2652.png,5,29
42614.png,0,6
22972.png,16,9
9874.png,19,9
58457.png,8,27
24585.png,3,3
28559.png,8,5
75356.png,5,14
61677.png,0,7
43317.png,8,20
50129.png,8,1
12140.png,19,22
55454.png,1,2
66286.png,8,15
22123.png,1,22
52371.png,3,9
15896.png,8,15
17960.png,2,10
36412.png,8,6
46127.png,0,2
1929.png,5,3
4286.png,3,7
39896.png,0,6
29471.png,8,18
17129.png,3,3
69563.png,19,13
72468.png,19,25
51114.png,5,4
66177.png,8,13
17430.png,1,20
27566.png,8,6
26075.png,2,28
62023.png,8,7
6772.png,8,25
15452.png,8,28
