base_cluster,other_cluster,group,outlier_id,options
"[0, 6]","[19, 18]","['41154', '59474', '25447', '43036', '58616']",58616,"['59474', '43036', '25447', '41154', '58616']"
"[5, 22]","[3, 21]","['48795', '77349', '57572', '7217', '14038']",14038,"['7217', '48795', '77349', '14038', '57572']"
"[3, 17]","[17, 21]","['33084', '12043', '64047', '53579', '9795']",9795,"['53579', '9795', '33084', '64047', '12043']"
"[18, 25]","[3, 5]","['73827', '3282', '4132', '25711', '64']",64,"['64', '3282', '4132', '73827', '25711']"
"[3, 4]","[19, 18]","['20671', '11039', '9383', '35787', '30721']",30721,"['9383', '20671', '35787', '11039', '30721']"
"[3, 26]","[17, 18]","['1064', '18887', '19246', '34449', '66935']",66935,"['34449', '66935', '18887', '19246', '1064']"
"[3, 17]","[19, 8]","['64047', '12043', '38478', '54792', '19346']",19346,"['19346', '54792', '12043', '64047', '38478']"
"[9, 3]","[5, 19]","['1268', '9662', '14914', '74662', '60473']",60473,"['60473', '14914', '9662', '1268', '74662']"
"[17, 18]","[0, 24]","['66935', '46660', '66316', '31693', '74418']",74418,"['31693', '74418', '66935', '46660', '66316']"
"[19, 18]","[15, 17]","['58616', '29042', '35149', '41277', '60915']",60915,"['29042', '41277', '35149', '60915', '58616']"
"[19, 13]","[18, 25]","['26354', '43396', '37914', '42612', '62071']",62071,"['26354', '62071', '42612', '43396', '37914']"
"[19, 10]","[3, 26]","['21540', '25618', '55791', '73023', '50906']",50906,"['25618', '50906', '21540', '73023', '55791']"
"[0, 2]","[3, 7]","['67842', '45218', '27625', '32703', '19796']",19796,"['19796', '45218', '67842', '32703', '27625']"
"[14, 9]","[0, 0]","['26506', '39708', '14102', '6508', '14834']",14834,"['26506', '39708', '14102', '14834', '6508']"
"[14, 8]","[0, 2]","['28732', '39691', '28694', '46039', '66847']",66847,"['66847', '28732', '46039', '39691', '28694']"
"[19, 14]","[3, 16]","['26372', '72517', '26703', '64729', '177']",177,"['26703', '26372', '177', '64729', '72517']"
"[9, 3]","[7, 22]","['9662', '64671', '1268', '14914', '79411']",79411,"['1268', '14914', '64671', '9662', '79411']"
"[17, 21]","[0, 0]","['40487', '69704', '9795', '62549', '8176']",8176,"['8176', '62549', '69704', '9795', '40487']"
"[7, 3]","[15, 28]","['64781', '61767', '52457', '75828', '67905']",67905,"['61767', '64781', '52457', '75828', '67905']"
"[3, 26]","[4, 27]","['19246', '40031', '34449', '72586', '5222']",5222,"['40031', '5222', '19246', '34449', '72586']"
"[18, 23]","[17, 21]","['64148', '40817', '37360', '14167', '62454']",62454,"['37360', '40817', '64148', '62454', '14167']"
"[19, 18]","[9, 4]","['49556', '74633', '35149', '58616', '64614']",64614,"['58616', '35149', '49556', '64614', '74633']"
"[5, 22]","[0, 0]","['48795', '7217', '57572', '77349', '14834']",14834,"['48795', '7217', '57572', '14834', '77349']"
"[3, 16]","[9, 26]","['11746', '56017', '59100', '63317', '7474']",7474,"['11746', '59100', '56017', '63317', '7474']"
"[3, 28]","[9, 4]","['12683', '8257', '73823', '55090', '79413']",79413,"['73823', '79413', '12683', '55090', '8257']"
"[14, 7]","[15, 13]","['51393', '67483', '25607', '38835', '20590']",20590,"['51393', '20590', '25607', '38835', '67483']"
"[19, 13]","[0, 0]","['43324', '43396', '35479', '37914', '8176']",8176,"['8176', '37914', '43396', '35479', '43324']"
"[17, 5]","[14, 8]","['72055', '7913', '33045', '50221', '28694']",28694,"['7913', '28694', '33045', '72055', '50221']"
"[15, 17]","[0, 0]","['47834', '60915', '1225', '11908', '14834']",14834,"['47834', '60915', '1225', '14834', '11908']"
"[3, 3]","[19, 28]","['72700', '994', '10017', '30004', '43363']",43363,"['994', '72700', '43363', '10017', '30004']"
"[14, 9]","[4, 27]","['14102', '26506', '39708', '6508', '12888']",12888,"['26506', '6508', '14102', '39708', '12888']"
"[3, 5]","[18, 23]","['64', '63514', '74226', '12162', '72365']",72365,"['12162', '74226', '64', '72365', '63514']"
"[4, 27]","[19, 8]","['70239', '12888', '77515', '5222', '6777']",6777,"['12888', '77515', '5222', '6777', '70239']"
"[3, 26]","[0, 24]","['32729', '34449', '11033', '19246', '74418']",74418,"['19246', '74418', '32729', '34449', '11033']"
"[19, 14]","[3, 26]","['26372', '26703', '72517', '64729', '9147']",9147,"['72517', '26703', '9147', '64729', '26372']"
"[19, 8]","[7, 3]","['19346', '36396', '6777', '71082', '61767']",61767,"['61767', '6777', '71082', '36396', '19346']"
"[19, 13]","[0, 2]","['35479', '26354', '43324', '43396', '43995']",43995,"['43324', '43995', '35479', '26354', '43396']"
"[0, 2]","[3, 21]","['43995', '63508', '32703', '67465', '57272']",57272,"['32703', '63508', '57272', '43995', '67465']"
"[7, 22]","[3, 5]","['79411', '31113', '40679', '23132', '12162']",12162,"['12162', '23132', '31113', '79411', '40679']"
"[0, 7]","[9, 11]","['10984', '65801', '66807', '72266', '41897']",41897,"['72266', '41897', '65801', '66807', '10984']"
"[9, 3]","[19, 28]","['14914', '64671', '74662', '9662', '55589']",55589,"['64671', '55589', '74662', '14914', '9662']"
"[0, 0]","[9, 3]","['8176', '14834', '78009', '28082', '74662']",74662,"['78009', '8176', '14834', '74662', '28082']"
"[19, 18]","[0, 2]","['36535', '29042', '74633', '55086', '45218']",45218,"['36535', '55086', '29042', '74633', '45218']"
"[0, 6]","[19, 25]","['75880', '59474', '43375', '41154', '74532']",74532,"['41154', '74532', '43375', '75880', '59474']"
"[18, 23]","[9, 4]","['67584', '32105', '40817', '72365', '80219']",80219,"['40817', '67584', '80219', '72365', '32105']"
"[17, 21]","[14, 9]","['40487', '62454', '62549', '78147', '6508']",6508,"['78147', '40487', '6508', '62549', '62454']"
"[14, 7]","[18, 25]","['25607', '67483', '38835', '51393', '25711']",25711,"['51393', '25607', '25711', '67483', '38835']"
"[0, 24]","[3, 4]","['31926', '48780', '74418', '37989', '35787']",35787,"['31926', '37989', '48780', '35787', '74418']"
"[18, 23]","[3, 26]","['5909', '37360', '42151', '25667', '68096']",68096,"['5909', '68096', '25667', '42151', '37360']"
"[7, 1]","[9, 11]","['12421', '3536', '16951', '10825', '78534']",78534,"['12421', '3536', '78534', '16951', '10825']"
"[15, 13]","[19, 28]","['25079', '53137', '24364', '20590', '52721']",52721,"['24364', '25079', '20590', '53137', '52721']"
"[7, 3]","[19, 28]","['75828', '64781', '52457', '61767', '52721']",52721,"['52457', '75828', '61767', '64781', '52721']"
"[3, 16]","[19, 13]","['63317', '11746', '56017', '177', '42612']",42612,"['42612', '177', '11746', '56017', '63317']"
"[17, 5]","[9, 4]","['50221', '72055', '33045', '7913', '79413']",79413,"['33045', '79413', '50221', '7913', '72055']"
"[5, 22]","[9, 11]","['48795', '77349', '40863', '7217', '4186']",4186,"['40863', '77349', '4186', '7217', '48795']"
"[0, 24]","[9, 11]","['48780', '37989', '31926', '74418', '61914']",61914,"['37989', '74418', '48780', '31926', '61914']"
"[19, 13]","[0, 14]","['35479', '42612', '43396', '43324', '80522']",80522,"['42612', '80522', '35479', '43324', '43396']"
"[7, 20]","[3, 17]","['54372', '55305', '2277', '2425', '33084']",33084,"['2425', '54372', '2277', '55305', '33084']"
"[14, 7]","[0, 24]","['25607', '38835', '77045', '67483', '37989']",37989,"['77045', '25607', '37989', '67483', '38835']"
"[0, 7]","[19, 14]","['65801', '72266', '15613', '66807', '72517']",72517,"['72266', '66807', '15613', '65801', '72517']"
"[14, 7]","[17, 5]","['67483', '38835', '77045', '51393', '72055']",72055,"['51393', '77045', '67483', '38835', '72055']"
"[5, 22]","[19, 8]","['48795', '77349', '40863', '57572', '19346']",19346,"['19346', '57572', '77349', '48795', '40863']"
"[3, 16]","[19, 13]","['59100', '63317', '11746', '56017', '43324']",43324,"['63317', '59100', '43324', '56017', '11746']"
"[15, 17]","[19, 5]","['47834', '11908', '1225', '60915', '76431']",76431,"['1225', '60915', '76431', '47834', '11908']"
"[7, 3]","[5, 19]","['75828', '61767', '64781', '52457', '51211']",51211,"['64781', '61767', '52457', '75828', '51211']"
"[9, 4]","[17, 5]","['64614', '50510', '79413', '80219', '72055']",72055,"['80219', '79413', '64614', '50510', '72055']"
"[9, 4]","[17, 18]","['50510', '64614', '80219', '79413', '46660']",46660,"['79413', '46660', '80219', '64614', '50510']"
"[5, 19]","[9, 11]","['77183', '60473', '54232', '10743', '78534']",78534,"['77183', '60473', '78534', '54232', '10743']"
"[5, 22]","[18, 25]","['77349', '40863', '7217', '48795', '3282']",3282,"['77349', '40863', '7217', '3282', '48795']"
"[7, 3]","[19, 28]","['52457', '64781', '61767', '75828', '55589']",55589,"['64781', '55589', '61767', '52457', '75828']"
"[3, 28]","[0, 24]","['42226', '73823', '8257', '12683', '37989']",37989,"['8257', '42226', '37989', '12683', '73823']"
"[0, 24]","[5, 22]","['48780', '74418', '37989', '31926', '7217']",7217,"['48780', '31926', '37989', '74418', '7217']"
"[5, 22]","[4, 27]","['40863', '7217', '57572', '77349', '77515']",77515,"['40863', '77349', '57572', '7217', '77515']"
"[19, 10]","[0, 7]","['73023', '21540', '25168', '25618', '10984']",10984,"['25168', '10984', '21540', '25618', '73023']"
"[5, 29]","[0, 0]","['57316', '21765', '55950', '52548', '8176']",8176,"['8176', '52548', '21765', '55950', '57316']"
"[3, 28]","[0, 2]","['8257', '42226', '55090', '12683', '43995']",43995,"['55090', '43995', '8257', '42226', '12683']"
"[3, 21]","[17, 5]","['42206', '57272', '53064', '47060', '7913']",7913,"['53064', '47060', '7913', '42206', '57272']"
"[19, 28]","[7, 3]","['43363', '42272', '52721', '40111', '52457']",52457,"['43363', '42272', '40111', '52721', '52457']"
"[5, 29]","[15, 28]","['57316', '55950', '52548', '18711', '67905']",67905,"['55950', '57316', '52548', '18711', '67905']"
"[19, 18]","[9, 3]","['58616', '49556', '30721', '74633', '74662']",74662,"['30721', '58616', '49556', '74662', '74633']"
"[3, 28]","[18, 25]","['12683', '8257', '73823', '55090', '4132']",4132,"['55090', '12683', '4132', '8257', '73823']"
"[19, 18]","[0, 7]","['74633', '49556', '35149', '30721', '15613']",15613,"['35149', '15613', '49556', '74633', '30721']"
"[0, 2]","[3, 7]","['59390', '51831', '43995', '27625', '37907']",37907,"['59390', '43995', '51831', '27625', '37907']"
"[9, 3]","[17, 5]","['64671', '14914', '74662', '1268', '7913']",7913,"['74662', '1268', '7913', '64671', '14914']"
"[5, 4]","[7, 1]","['53032', '62609', '51114', '2004', '8109']",8109,"['8109', '2004', '51114', '53032', '62609']"
"[15, 28]","[7, 22]","['3258', '10526', '67905', '38548', '23132']",23132,"['67905', '38548', '3258', '23132', '10526']"
"[18, 25]","[3, 26]","['4132', '73827', '62071', '3282', '40031']",40031,"['3282', '4132', '62071', '73827', '40031']"
"[19, 13]","[9, 4]","['43324', '43396', '42612', '26354', '80219']",80219,"['42612', '43324', '80219', '26354', '43396']"
"[3, 28]","[5, 19]","['73823', '8257', '55090', '42226', '51211']",51211,"['55090', '8257', '42226', '73823', '51211']"
"[7, 22]","[9, 26]","['40679', '31113', '79411', '23132', '6759']",6759,"['79411', '40679', '6759', '31113', '23132']"
"[9, 3]","[18, 23]","['9662', '74662', '14914', '1268', '5909']",5909,"['14914', '1268', '9662', '5909', '74662']"
"[19, 8]","[0, 14]","['71082', '36396', '19346', '6777', '80522']",80522,"['36396', '80522', '71082', '6777', '19346']"
"[3, 16]","[7, 22]","['11746', '63317', '177', '56017', '23132']",23132,"['177', '56017', '11746', '23132', '63317']"
"[15, 13]","[0, 6]","['24364', '53137', '25079', '20590', '43036']",43036,"['20590', '43036', '25079', '53137', '24364']"
"[5, 22]","[0, 24]","['57572', '40863', '77349', '48795', '48780']",48780,"['48795', '40863', '57572', '48780', '77349']"
"[4, 27]","[14, 7]","['12888', '5222', '70239', '77515', '51393']",51393,"['77515', '12888', '5222', '51393', '70239']"
"[3, 16]","[9, 26]","['11746', '63317', '56017', '59100', '27788']",27788,"['56017', '11746', '63317', '59100', '27788']"
"[19, 10]","[18, 23]","['25618', '55791', '73023', '21540', '25667']",25667,"['25667', '55791', '73023', '21540', '25618']"
"[9, 11]","[3, 12]","['4186', '30907', '15606', '61914', '37955']",37955,"['4186', '61914', '37955', '15606', '30907']"
"[7, 1]","[0, 14]","['16951', '10825', '3536', '17550', '1261']",1261,"['10825', '17550', '1261', '3536', '16951']"
"[9, 26]","[5, 4]","['7474', '27788', '6759', '50181', '51114']",51114,"['6759', '50181', '51114', '7474', '27788']"
"[15, 13]","[5, 29]","['20590', '24364', '53137', '25079', '57316']",57316,"['25079', '53137', '24364', '20590', '57316']"
"[0, 2]","[17, 21]","['28242', '54867', '45218', '60860', '40487']",40487,"['28242', '54867', '40487', '45218', '60860']"
"[7, 3]","[14, 9]","['61767', '64781', '75828', '52457', '26678']",26678,"['26678', '75828', '61767', '52457', '64781']"
"[7, 20]","[9, 4]","['2277', '2425', '55305', '54372', '50510']",50510,"['50510', '55305', '2425', '54372', '2277']"
"[18, 23]","[19, 5]","['72978', '6216', '65195', '37360', '63902']",63902,"['65195', '6216', '72978', '37360', '63902']"
"[0, 14]","[15, 28]","['75707', '80522', '17291', '42604', '10526']",10526,"['75707', '17291', '10526', '80522', '42604']"
"[3, 12]","[19, 18]","['1181', '27821', '37955', '20968', '36535']",36535,"['37955', '1181', '20968', '36535', '27821']"
"[5, 29]","[17, 21]","['21765', '55950', '51743', '52548', '9795']",9795,"['52548', '9795', '21765', '51743', '55950']"
"[15, 28]","[14, 7]","['3258', '10526', '23274', '67905', '38835']",38835,"['23274', '3258', '38835', '67905', '10526']"
"[19, 18]","[0, 0]","['41277', '74633', '36535', '58616', '78009']",78009,"['36535', '74633', '58616', '41277', '78009']"
"[5, 22]","[9, 4]","['40863', '48795', '77349', '7217', '64614']",64614,"['7217', '77349', '40863', '64614', '48795']"
"[3, 12]","[7, 22]","['27821', '37955', '20968', '1181', '40679']",40679,"['37955', '40679', '1181', '20968', '27821']"
"[15, 28]","[7, 1]","['38548', '3258', '23274', '10526', '12376']",12376,"['10526', '12376', '23274', '38548', '3258']"
"[19, 18]","[3, 4]","['55086', '41277', '29042', '58616', '35787']",35787,"['55086', '58616', '41277', '35787', '29042']"
"[3, 16]","[7, 3]","['177', '56017', '63317', '59100', '52457']",52457,"['177', '56017', '59100', '63317', '52457']"
"[19, 8]","[3, 4]","['36396', '19346', '71082', '6777', '20671']",20671,"['71082', '20671', '6777', '36396', '19346']"
"[19, 5]","[4, 27]","['72346', '63902', '32569', '59952', '5222']",5222,"['63902', '5222', '72346', '32569', '59952']"
"[9, 3]","[19, 18]","['14914', '74662', '1268', '64671', '30721']",30721,"['1268', '14914', '64671', '74662', '30721']"
"[7, 1]","[0, 0]","['17550', '10825', '12376', '8109', '8176']",8176,"['8176', '8109', '10825', '12376', '17550']"
"[17, 18]","[5, 29]","['70105', '21408', '21543', '46660', '57316']",57316,"['46660', '21543', '21408', '70105', '57316']"
"[19, 25]","[17, 5]","['59747', '26994', '47247', '33749', '72055']",72055,"['33749', '47247', '59747', '26994', '72055']"
"[15, 21]","[14, 8]","['7489', '13497', '3384', '20839', '28732']",28732,"['7489', '13497', '20839', '28732', '3384']"
"[9, 11]","[19, 8]","['30907', '335', '4186', '52758', '19346']",19346,"['19346', '52758', '335', '30907', '4186']"
"[14, 9]","[15, 28]","['26506', '14102', '40550', '6508', '10526']",10526,"['26506', '40550', '10526', '14102', '6508']"
"[5, 19]","[19, 8]","['77183', '63077', '53655', '51211', '36396']",36396,"['36396', '63077', '77183', '51211', '53655']"
"[17, 5]","[9, 26]","['33045', '7913', '72055', '50221', '7474']",7474,"['33045', '72055', '7913', '50221', '7474']"
"[9, 4]","[17, 5]","['79413', '64614', '80219', '50510', '33045']",33045,"['33045', '80219', '50510', '64614', '79413']"
"[9, 11]","[7, 3]","['52758', '41897', '30907', '4186', '75828']",75828,"['52758', '75828', '4186', '41897', '30907']"
"[18, 23]","[14, 7]","['65195', '67584', '32105', '10433', '38835']",38835,"['32105', '65195', '38835', '10433', '67584']"
"[18, 23]","[3, 16]","['12104', '40817', '65195', '20502', '177']",177,"['65195', '12104', '177', '20502', '40817']"
"[0, 6]","[17, 18]","['59474', '43375', '75880', '41154', '66316']",66316,"['59474', '75880', '43375', '41154', '66316']"
"[9, 3]","[0, 7]","['9662', '74662', '64671', '14914', '15613']",15613,"['64671', '15613', '74662', '9662', '14914']"
"[0, 14]","[7, 20]","['75707', '42604', '17291', '39894', '54372']",54372,"['39894', '54372', '42604', '75707', '17291']"
"[7, 3]","[18, 25]","['64781', '52457', '75828', '61767', '73827']",73827,"['73827', '61767', '75828', '52457', '64781']"
"[5, 4]","[15, 17]","['27706', '63485', '51114', '35725', '1225']",1225,"['27706', '63485', '1225', '51114', '35725']"
"[3, 21]","[17, 5]","['14038', '47060', '53064', '42206', '33045']",33045,"['33045', '53064', '42206', '47060', '14038']"
"[15, 21]","[19, 18]","['20839', '13497', '3384', '7489', '55086']",55086,"['20839', '55086', '3384', '13497', '7489']"
"[0, 14]","[5, 22]","['1261', '39894', '80522', '42604', '57572']",57572,"['1261', '39894', '57572', '80522', '42604']"
"[14, 7]","[19, 25]","['38835', '77045', '67483', '51393', '47247']",47247,"['67483', '51393', '47247', '38835', '77045']"
"[9, 4]","[17, 21]","['50510', '80219', '64614', '79413', '62454']",62454,"['64614', '80219', '50510', '62454', '79413']"
"[0, 24]","[15, 21]","['74418', '31926', '48780', '37989', '7489']",7489,"['74418', '7489', '37989', '31926', '48780']"
"[5, 19]","[7, 1]","['35619', '10743', '53655', '54232', '10825']",10825,"['10825', '35619', '53655', '10743', '54232']"
"[0, 6]","[3, 12]","['59474', '41154', '49395', '43375', '27821']",27821,"['59474', '41154', '27821', '43375', '49395']"
"[0, 24]","[3, 21]","['74418', '48780', '37989', '31926', '57272']",57272,"['37989', '48780', '57272', '74418', '31926']"
"[0, 6]","[19, 14]","['43375', '59474', '41154', '25447', '26703']",26703,"['41154', '26703', '43375', '59474', '25447']"
"[19, 5]","[18, 25]","['59952', '63902', '32569', '76431', '4132']",4132,"['76431', '59952', '4132', '63902', '32569']"
"[17, 18]","[9, 26]","['6955', '21408', '51240', '70105', '23716']",23716,"['21408', '70105', '51240', '6955', '23716']"
"[0, 24]","[17, 18]","['48780', '74418', '37989', '31926', '46660']",46660,"['31926', '46660', '37989', '74418', '48780']"
"[19, 13]","[0, 14]","['42612', '35479', '37914', '26354', '75707']",75707,"['37914', '26354', '75707', '35479', '42612']"
"[14, 7]","[7, 20]","['25607', '51393', '38835', '67483', '2425']",2425,"['51393', '67483', '25607', '2425', '38835']"
"[5, 4]","[7, 3]","['2004', '51114', '35725', '70560', '64781']",64781,"['70560', '64781', '35725', '2004', '51114']"
"[18, 23]","[14, 9]","['59794', '64148', '67584', '40817', '40550']",40550,"['40550', '67584', '59794', '64148', '40817']"
"[9, 26]","[15, 28]","['27788', '6759', '7474', '50181', '3258']",3258,"['50181', '7474', '3258', '27788', '6759']"
"[0, 24]","[19, 25]","['37989', '74418', '31926', '48780', '47247']",47247,"['31926', '48780', '47247', '37989', '74418']"
"[0, 14]","[7, 3]","['1261', '80522', '17291', '39894', '75828']",75828,"['1261', '75828', '39894', '80522', '17291']"
"[4, 27]","[15, 21]","['70239', '77515', '5222', '12888', '7489']",7489,"['70239', '7489', '12888', '77515', '5222']"
"[7, 20]","[9, 26]","['2425', '55305', '2277', '54372', '50181']",50181,"['54372', '2277', '55305', '2425', '50181']"
"[9, 3]","[3, 26]","['1268', '14914', '64671', '74662', '68096']",68096,"['1268', '68096', '74662', '64671', '14914']"
"[3, 5]","[7, 1]","['12162', '74226', '63514', '64', '12421']",12421,"['64', '12162', '12421', '63514', '74226']"
"[3, 26]","[9, 3]","['1064', '50906', '34449', '68096', '9662']",9662,"['50906', '1064', '34449', '68096', '9662']"
"[9, 3]","[3, 4]","['74662', '14914', '9662', '64671', '35787']",35787,"['74662', '64671', '14914', '35787', '9662']"
"[3, 3]","[5, 29]","['22487', '72700', '10131', '30004', '51743']",51743,"['10131', '22487', '30004', '72700', '51743']"
"[7, 3]","[5, 29]","['61767', '75828', '64781', '52457', '51743']",51743,"['64781', '61767', '52457', '75828', '51743']"
"[15, 21]","[19, 8]","['20839', '3384', '13497', '7489', '36396']",36396,"['36396', '3384', '20839', '7489', '13497']"
"[15, 28]","[0, 6]","['67905', '23274', '3258', '10526', '49395']",49395,"['49395', '23274', '10526', '3258', '67905']"
"[18, 25]","[5, 22]","['62071', '25711', '73827', '4132', '77349']",77349,"['4132', '62071', '77349', '25711', '73827']"
"[19, 8]","[0, 2]","['71082', '6777', '36396', '19346', '44125']",44125,"['36396', '44125', '6777', '19346', '71082']"
"[15, 28]","[18, 25]","['67905', '23274', '3258', '38548', '25711']",25711,"['38548', '67905', '25711', '23274', '3258']"
"[7, 1]","[19, 5]","['53652', '12376', '3536', '12421', '76431']",76431,"['3536', '12421', '76431', '53652', '12376']"
"[19, 28]","[3, 3]","['23197', '40111', '43363', '52721', '22002']",22002,"['22002', '52721', '43363', '40111', '23197']"
"[3, 12]","[5, 29]","['20968', '1181', '37955', '27821', '57316']",57316,"['27821', '37955', '1181', '20968', '57316']"
"[17, 5]","[15, 17]","['7913', '50221', '33045', '72055', '1225']",1225,"['7913', '50221', '1225', '33045', '72055']"
"[0, 2]","[3, 7]","['9836', '27625', '44802', '60860', '19992']",19992,"['60860', '19992', '27625', '9836', '44802']"
"[9, 26]","[0, 0]","['7474', '23716', '27788', '50181', '78009']",78009,"['27788', '23716', '50181', '7474', '78009']"
"[19, 25]","[17, 5]","['74532', '26994', '59747', '33749', '72055']",72055,"['33749', '59747', '74532', '26994', '72055']"
"[19, 5]","[5, 19]","['32569', '17017', '76431', '63902', '49189']",49189,"['76431', '63902', '49189', '17017', '32569']"
"[3, 26]","[17, 18]","['19246', '72586', '34449', '18887', '70105']",70105,"['70105', '19246', '34449', '72586', '18887']"
"[0, 24]","[9, 26]","['37989', '74418', '31926', '48780', '50181']",50181,"['48780', '31926', '74418', '37989', '50181']"
"[15, 17]","[17, 21]","['47834', '11908', '60915', '1225', '78147']",78147,"['1225', '11908', '47834', '60915', '78147']"
"[5, 22]","[17, 5]","['48795', '7217', '57572', '40863', '7913']",7913,"['57572', '40863', '7913', '48795', '7217']"
"[7, 1]","[15, 17]","['53652', '3536', '16951', '17550', '11908']",11908,"['3536', '53652', '17550', '11908', '16951']"
"[19, 13]","[3, 21]","['43324', '37914', '26354', '43396', '57272']",57272,"['26354', '37914', '57272', '43324', '43396']"
"[19, 25]","[3, 28]","['33749', '26994', '59747', '47247', '8257']",8257,"['8257', '59747', '33749', '47247', '26994']"
"[14, 8]","[7, 20]","['39691', '46039', '28732', '28694', '2425']",2425,"['46039', '28694', '39691', '2425', '28732']"
"[5, 22]","[15, 21]","['40863', '77349', '7217', '48795', '20839']",20839,"['20839', '48795', '40863', '77349', '7217']"
"[7, 1]","[9, 26]","['53652', '17550', '3536', '16951', '6759']",6759,"['3536', '53652', '6759', '17550', '16951']"
"[3, 26]","[7, 1]","['32729', '49864', '40031', '72586', '12376']",12376,"['72586', '12376', '40031', '32729', '49864']"
"[0, 2]","[7, 1]","['28242', '43995', '70440', '32703', '53652']",53652,"['70440', '32703', '28242', '43995', '53652']"
"[18, 23]","[3, 21]","['32105', '64148', '25667', '40817', '57272']",57272,"['25667', '64148', '57272', '32105', '40817']"
"[15, 28]","[19, 25]","['67905', '23274', '38548', '3258', '59747']",59747,"['3258', '59747', '38548', '67905', '23274']"
"[9, 4]","[7, 20]","['80219', '50510', '64614', '79413', '54372']",54372,"['79413', '54372', '50510', '80219', '64614']"
"[0, 7]","[4, 27]","['66807', '15613', '72266', '65801', '5222']",5222,"['15613', '5222', '66807', '72266', '65801']"
"[15, 28]","[17, 18]","['38548', '67905', '10526', '23274', '70105']",70105,"['70105', '38548', '10526', '67905', '23274']"
"[17, 21]","[3, 17]","['9795', '78147', '62454', '40487', '53579']",53579,"['78147', '9795', '40487', '62454', '53579']"
"[0, 7]","[17, 21]","['10984', '15613', '72266', '65801', '62454']",62454,"['72266', '15613', '10984', '62454', '65801']"
"[3, 4]","[7, 1]","['9383', '35787', '11039', '20671', '8109']",8109,"['8109', '20671', '11039', '9383', '35787']"
"[14, 9]","[7, 22]","['26678', '39708', '6508', '26506', '23132']",23132,"['6508', '26506', '26678', '23132', '39708']"
"[19, 10]","[9, 3]","['25618', '21540', '25168', '55791', '64671']",64671,"['64671', '25618', '25168', '55791', '21540']"
"[7, 1]","[15, 21]","['8109', '53652', '12421', '12376', '7489']",7489,"['8109', '7489', '12376', '53652', '12421']"
"[19, 8]","[5, 19]","['19346', '71082', '36396', '6777', '10743']",10743,"['19346', '36396', '71082', '6777', '10743']"
"[19, 18]","[7, 20]","['29042', '55086', '74633', '41277', '55305']",55305,"['41277', '29042', '55305', '74633', '55086']"
"[19, 10]","[7, 3]","['55791', '73023', '21540', '25618', '64781']",64781,"['25618', '64781', '21540', '55791', '73023']"
"[3, 16]","[5, 19]","['63317', '177', '11746', '56017', '49189']",49189,"['11746', '56017', '49189', '177', '63317']"
"[7, 3]","[19, 28]","['75828', '52457', '64781', '61767', '23197']",23197,"['64781', '23197', '52457', '61767', '75828']"
"[3, 28]","[17, 5]","['55090', '73823', '42226', '12683', '72055']",72055,"['12683', '42226', '55090', '73823', '72055']"
"[19, 18]","[0, 6]","['41277', '74633', '36535', '58616', '59474']",59474,"['74633', '59474', '58616', '36535', '41277']"
"[5, 29]","[4, 27]","['55950', '57316', '52548', '51743', '70239']",70239,"['52548', '57316', '70239', '51743', '55950']"
"[14, 7]","[15, 28]","['25607', '38835', '51393', '67483', '38548']",38548,"['25607', '51393', '67483', '38548', '38835']"
"[18, 23]","[14, 7]","['64247', '48306', '65195', '59794', '25607']",25607,"['59794', '48306', '64247', '65195', '25607']"
"[3, 4]","[19, 25]","['20671', '9383', '35787', '11039', '33749']",33749,"['33749', '9383', '11039', '20671', '35787']"
"[17, 5]","[15, 28]","['7913', '72055', '33045', '50221', '23274']",23274,"['50221', '23274', '7913', '72055', '33045']"
"[5, 4]","[19, 5]","['27706', '63485', '51114', '62609', '76431']",76431,"['51114', '62609', '76431', '27706', '63485']"
"[15, 21]","[19, 5]","['20839', '7489', '13497', '3384', '72346']",72346,"['13497', '72346', '7489', '3384', '20839']"
"[3, 7]","[9, 3]","['4286', '73164', '30859', '19796', '9662']",9662,"['73164', '4286', '30859', '19796', '9662']"
"[7, 22]","[19, 10]","['40679', '79411', '31113', '23132', '25168']",25168,"['31113', '25168', '79411', '23132', '40679']"
"[3, 28]","[19, 25]","['42226', '8257', '73823', '55090', '59747']",59747,"['55090', '59747', '73823', '42226', '8257']"
"[14, 8]","[19, 5]","['28694', '28732', '40877', '46039', '72346']",72346,"['40877', '72346', '28732', '46039', '28694']"
"[14, 7]","[19, 8]","['77045', '67483', '51393', '25607', '71082']",71082,"['77045', '71082', '25607', '67483', '51393']"
"[3, 28]","[14, 8]","['8257', '73823', '55090', '12683', '40877']",40877,"['8257', '55090', '12683', '73823', '40877']"
"[9, 11]","[7, 1]","['15606', '4186', '41897', '78534', '12376']",12376,"['78534', '12376', '41897', '15606', '4186']"
"[0, 0]","[14, 8]","['78009', '14834', '8176', '28082', '28732']",28732,"['78009', '14834', '28082', '28732', '8176']"
"[14, 9]","[7, 20]","['40550', '39708', '14102', '26506', '54372']",54372,"['26506', '54372', '39708', '40550', '14102']"
"[15, 17]","[9, 11]","['47834', '1225', '11908', '60915', '78534']",78534,"['47834', '1225', '78534', '11908', '60915']"
"[19, 25]","[7, 20]","['33749', '59747', '74532', '26994', '54372']",54372,"['26994', '54372', '59747', '33749', '74532']"
