base_cluster,other_cluster,group,outlier_id,options
"[7, 1]","[17, 21]","['16951', '8109', '3536', '17550', '78147']",78147,"['78147', '17550', '16951', '8109', '3536']"
"[18, 25]","[0, 24]","['4132', '3282', '73827', '62071', '48780']",48780,"['62071', '4132', '48780', '3282', '73827']"
"[17, 18]","[7, 1]","['21543', '51240', '66316', '21408', '12376']",12376,"['66316', '21543', '12376', '51240', '21408']"
"[3, 3]","[15, 28]","['22487', '72700', '10017', '30004', '67905']",67905,"['10017', '72700', '67905', '22487', '30004']"
"[3, 26]","[15, 13]","['11033', '18887', '19246', '9147', '53137']",53137,"['53137', '11033', '9147', '18887', '19246']"
"[3, 16]","[15, 17]","['177', '56017', '59100', '63317', '1225']",1225,"['59100', '177', '56017', '1225', '63317']"
"[7, 1]","[17, 18]","['12421', '8109', '10825', '12376', '6955']",6955,"['6955', '10825', '12376', '8109', '12421']"
"[18, 25]","[0, 0]","['62071', '4132', '25711', '3282', '78009']",78009,"['62071', '3282', '25711', '78009', '4132']"
"[3, 3]","[15, 21]","['10131', '30004', '22002', '994', '3384']",3384,"['10131', '22002', '3384', '994', '30004']"
"[0, 14]","[18, 25]","['17291', '80522', '37963', '39894', '4132']",4132,"['17291', '39894', '4132', '37963', '80522']"
"[0, 6]","[18, 23]","['41154', '43375', '59474', '43036', '72978']",72978,"['72978', '59474', '41154', '43375', '43036']"
"[7, 1]","[17, 21]","['16951', '12376', '3536', '17550', '69704']",69704,"['17550', '12376', '3536', '69704', '16951']"
"[3, 3]","[15, 13]","['72700', '10131', '30004', '994', '53137']",53137,"['30004', '10131', '994', '53137', '72700']"
"[3, 17]","[15, 17]","['54792', '33084', '53579', '64047', '1225']",1225,"['1225', '54792', '53579', '64047', '33084']"
"[17, 21]","[7, 1]","['78147', '62454', '9795', '40487', '10825']",10825,"['78147', '40487', '9795', '62454', '10825']"
"[15, 28]","[3, 5]","['10526', '38548', '3258', '23274', '64']",64,"['64', '23274', '10526', '3258', '38548']"
"[3, 17]","[15, 13]","['33084', '54792', '53579', '38478', '24364']",24364,"['24364', '53579', '38478', '54792', '33084']"
"[15, 28]","[3, 16]","['38548', '10526', '23274', '3258', '11746']",11746,"['23274', '38548', '3258', '10526', '11746']"
"[0, 2]","[18, 25]","['67842', '66847', '44802', '32703', '73827']",73827,"['66847', '73827', '67842', '32703', '44802']"
"[0, 7]","[18, 23]","['10984', '65801', '72266', '15613', '67584']",67584,"['67584', '10984', '15613', '65801', '72266']"
"[17, 18]","[7, 22]","['6955', '21543', '21408', '31693', '79411']",79411,"['21408', '79411', '31693', '6955', '21543']"
"[3, 26]","[15, 13]","['49864', '9147', '68096', '72586', '25079']",25079,"['25079', '9147', '72586', '49864', '68096']"
"[3, 7]","[15, 28]","['30859', '4286', '19796', '73164', '10526']",10526,"['30859', '19796', '73164', '10526', '4286']"
"[17, 18]","[7, 22]","['51240', '21408', '70105', '66316', '31113']",31113,"['21408', '31113', '70105', '51240', '66316']"
"[3, 3]","[15, 17]","['10017', '22487', '72700', '22002', '60915']",60915,"['72700', '22002', '60915', '10017', '22487']"
"[17, 18]","[7, 22]","['46660', '21543', '70105', '66935', '23132']",23132,"['66935', '46660', '70105', '23132', '21543']"
"[0, 2]","[18, 23]","['45218', '48095', '44145', '43629', '59794']",59794,"['43629', '44145', '48095', '59794', '45218']"
"[7, 1]","[17, 18]","['53652', '10825', '16951', '8109', '21408']",21408,"['21408', '8109', '10825', '16951', '53652']"
"[0, 2]","[18, 25]","['9639', '66847', '63508', '44125', '3282']",3282,"['9639', '63508', '3282', '66847', '44125']"
"[17, 18]","[7, 22]","['66935', '70105', '51240', '66316', '40679']",40679,"['51240', '66316', '40679', '66935', '70105']"
"[7, 1]","[17, 5]","['53652', '10825', '8109', '12421', '50221']",50221,"['12421', '50221', '53652', '10825', '8109']"
"[17, 18]","[7, 3]","['66316', '51240', '46660', '66935', '52457']",52457,"['52457', '66935', '46660', '51240', '66316']"
"[15, 13]","[3, 4]","['25079', '53137', '68970', '24364', '20671']",20671,"['20671', '24364', '25079', '68970', '53137']"
"[7, 1]","[17, 21]","['8109', '10825', '53652', '12421', '9795']",9795,"['12421', '9795', '53652', '8109', '10825']"
"[3, 28]","[15, 28]","['73823', '8257', '55090', '42226', '38548']",38548,"['8257', '38548', '73823', '42226', '55090']"
"[3, 7]","[15, 17]","['19992', '73164', '37907', '30859', '47834']",47834,"['73164', '37907', '30859', '47834', '19992']"
"[0, 14]","[18, 25]","['1261', '37963', '17291', '80522', '62071']",62071,"['37963', '1261', '62071', '80522', '17291']"
"[18, 23]","[0, 6]","['10433', '20502', '15451', '72365', '49395']",49395,"['49395', '20502', '10433', '15451', '72365']"
"[0, 14]","[18, 23]","['1261', '37963', '75707', '80522', '32105']",32105,"['80522', '75707', '37963', '1261', '32105']"
"[3, 17]","[15, 17]","['54792', '38478', '64047', '53579', '1225']",1225,"['64047', '1225', '53579', '54792', '38478']"
"[15, 13]","[3, 28]","['25079', '34763', '20590', '42684', '8257']",8257,"['34763', '20590', '8257', '25079', '42684']"
"[18, 23]","[0, 24]","['61353', '65195', '10433', '72365', '74418']",74418,"['61353', '65195', '72365', '10433', '74418']"
"[0, 14]","[18, 23]","['39894', '17291', '1261', '42604', '5909']",5909,"['5909', '39894', '1261', '17291', '42604']"
"[18, 23]","[0, 6]","['20502', '59794', '78682', '42151', '43375']",43375,"['43375', '42151', '59794', '78682', '20502']"
"[3, 3]","[15, 17]","['22002', '22487', '10131', '30004', '47834']",47834,"['22002', '47834', '30004', '22487', '10131']"
"[18, 23]","[0, 0]","['78682', '37360', '26755', '5909', '78009']",78009,"['5909', '26755', '37360', '78009', '78682']"
"[18, 23]","[0, 6]","['6216', '15451', '12104', '25667', '75880']",75880,"['12104', '25667', '6216', '15451', '75880']"
"[0, 6]","[18, 23]","['59474', '49395', '43375', '41154', '6216']",6216,"['59474', '49395', '41154', '6216', '43375']"
"[0, 2]","[18, 25]","['44802', '54867', '32703', '28242', '3282']",3282,"['44802', '28242', '3282', '32703', '54867']"
"[0, 2]","[18, 25]","['51831', '9639', '44802', '80744', '62071']",62071,"['62071', '44802', '9639', '51831', '80744']"
"[15, 13]","[3, 17]","['20590', '24364', '42684', '34763', '38478']",38478,"['38478', '42684', '24364', '34763', '20590']"
"[15, 13]","[3, 21]","['68970', '53137', '24364', '20590', '42206']",42206,"['53137', '24364', '68970', '20590', '42206']"
"[15, 13]","[3, 16]","['20590', '42684', '53137', '34763', '63317']",63317,"['34763', '20590', '63317', '42684', '53137']"
"[0, 2]","[18, 23]","['32703', '45218', '63508', '59390', '64247']",64247,"['64247', '59390', '45218', '32703', '63508']"
"[0, 2]","[18, 23]","['44802', '48095', '43629', '63508', '61353']",61353,"['61353', '48095', '63508', '43629', '44802']"
"[7, 1]","[17, 5]","['16951', '17550', '53652', '12421', '33045']",33045,"['17550', '53652', '12421', '33045', '16951']"
"[15, 21]","[3, 26]","['20839', '7489', '3384', '13497', '19246']",19246,"['20839', '13497', '19246', '7489', '3384']"
"[0, 14]","[18, 23]","['80522', '75707', '17291', '1261', '32105']",32105,"['17291', '80522', '32105', '1261', '75707']"
"[3, 26]","[15, 13]","['49864', '18887', '50906', '40031', '20590']",20590,"['40031', '49864', '20590', '50906', '18887']"
"[3, 26]","[15, 13]","['9147', '72586', '18887', '32729', '24364']",24364,"['32729', '72586', '9147', '24364', '18887']"
"[18, 23]","[0, 2]","['37360', '78682', '26052', '59794', '28242']",28242,"['37360', '59794', '28242', '78682', '26052']"
"[3, 17]","[15, 21]","['12043', '54792', '38478', '64047', '3384']",3384,"['12043', '64047', '38478', '54792', '3384']"
"[18, 23]","[0, 0]","['67584', '78682', '26052', '59794', '28082']",28082,"['28082', '78682', '26052', '67584', '59794']"
"[3, 26]","[15, 21]","['68096', '72586', '1064', '50906', '13497']",13497,"['13497', '1064', '68096', '50906', '72586']"
"[17, 18]","[7, 3]","['66935', '66316', '31693', '6955', '61767']",61767,"['66316', '61767', '31693', '6955', '66935']"
"[18, 23]","[0, 6]","['72978', '37360', '42151', '26755', '49395']",49395,"['26755', '72978', '37360', '42151', '49395']"
"[0, 6]","[18, 23]","['43036', '41154', '49395', '75880', '15451']",15451,"['15451', '75880', '49395', '41154', '43036']"
"[17, 18]","[7, 1]","['70105', '46660', '21543', '51240', '53652']",53652,"['21543', '70105', '46660', '53652', '51240']"
"[18, 23]","[0, 2]","['20502', '78682', '25667', '72978', '51831']",51831,"['72978', '51831', '25667', '78682', '20502']"
"[3, 3]","[15, 21]","['72700', '994', '10017', '22002', '20839']",20839,"['72700', '10017', '994', '22002', '20839']"
"[17, 18]","[7, 20]","['70105', '66935', '21543', '51240', '55305']",55305,"['21543', '66935', '55305', '70105', '51240']"
"[0, 6]","[18, 23]","['43036', '41154', '49395', '59474', '61353']",61353,"['41154', '49395', '61353', '59474', '43036']"
"[0, 6]","[18, 23]","['43036', '49395', '41154', '43375', '40817']",40817,"['43036', '49395', '41154', '43375', '40817']"
"[17, 18]","[7, 20]","['31693', '51240', '70105', '66316', '2277']",2277,"['51240', '66316', '70105', '2277', '31693']"
"[0, 2]","[18, 23]","['63508', '80744', '27625', '28242', '61353']",61353,"['27625', '28242', '80744', '61353', '63508']"
"[18, 23]","[0, 0]","['42151', '61353', '20502', '64247', '8176']",8176,"['42151', '20502', '61353', '64247', '8176']"
"[15, 28]","[3, 4]","['23274', '38548', '3258', '10526', '9383']",9383,"['23274', '38548', '3258', '9383', '10526']"
"[0, 6]","[18, 23]","['43036', '41154', '43375', '59474', '25667']",25667,"['25667', '59474', '41154', '43036', '43375']"
"[3, 28]","[15, 13]","['8257', '73823', '12683', '42226', '20590']",20590,"['73823', '8257', '42226', '20590', '12683']"
"[3, 3]","[15, 13]","['22002', '994', '22487', '10017', '68970']",68970,"['10017', '994', '68970', '22002', '22487']"
"[15, 17]","[3, 26]","['11908', '47834', '60915', '1225', '50906']",50906,"['1225', '60915', '11908', '47834', '50906']"
"[15, 21]","[3, 26]","['3384', '13497', '20839', '7489', '11033']",11033,"['11033', '3384', '20839', '7489', '13497']"
"[0, 2]","[18, 25]","['45218', '43995', '43629', '44802', '25711']",25711,"['44802', '45218', '43629', '43995', '25711']"
"[7, 1]","[17, 21]","['12421', '10825', '16951', '3536', '69704']",69704,"['69704', '10825', '3536', '16951', '12421']"
"[3, 26]","[15, 21]","['68096', '72586', '9147', '40031', '3384']",3384,"['40031', '68096', '9147', '3384', '72586']"
"[18, 25]","[0, 14]","['73827', '4132', '3282', '62071', '17291']",17291,"['73827', '62071', '17291', '4132', '3282']"
"[0, 14]","[18, 25]","['17291', '39894', '1261', '42604', '25711']",25711,"['25711', '42604', '39894', '17291', '1261']"
"[17, 18]","[7, 1]","['66316', '21408', '66935', '6955', '3536']",3536,"['6955', '21408', '3536', '66935', '66316']"
"[7, 1]","[17, 21]","['12421', '53652', '3536', '10825', '69704']",69704,"['53652', '69704', '10825', '3536', '12421']"
"[3, 17]","[15, 28]","['53579', '33084', '12043', '64047', '10526']",10526,"['64047', '33084', '53579', '12043', '10526']"
"[15, 13]","[3, 3]","['42684', '20590', '24364', '53137', '72700']",72700,"['42684', '20590', '72700', '53137', '24364']"
"[15, 13]","[3, 21]","['34763', '53137', '25079', '68970', '53064']",53064,"['53137', '34763', '53064', '25079', '68970']"
"[18, 23]","[0, 24]","['10433', '5909', '6216', '14167', '37989']",37989,"['10433', '6216', '14167', '37989', '5909']"
"[0, 2]","[18, 25]","['44802', '28242', '59390', '66847', '4132']",4132,"['44802', '28242', '4132', '66847', '59390']"
"[15, 28]","[3, 26]","['38548', '10526', '23274', '67905', '32729']",32729,"['23274', '67905', '10526', '38548', '32729']"
"[0, 14]","[18, 25]","['75707', '1261', '39894', '42604', '25711']",25711,"['42604', '25711', '39894', '1261', '75707']"
"[15, 13]","[3, 12]","['20590', '25079', '42684', '68970', '20968']",20968,"['20968', '68970', '25079', '42684', '20590']"
"[0, 6]","[18, 23]","['43375', '59474', '41154', '49395', '26052']",26052,"['41154', '59474', '26052', '49395', '43375']"
"[18, 23]","[0, 6]","['72978', '20502', '72365', '64148', '75880']",75880,"['72978', '20502', '64148', '75880', '72365']"
"[15, 28]","[3, 16]","['10526', '38548', '23274', '3258', '63317']",63317,"['38548', '10526', '23274', '3258', '63317']"
"[7, 1]","[17, 5]","['12421', '12376', '53652', '10825', '33045']",33045,"['12376', '12421', '10825', '53652', '33045']"
"[18, 25]","[0, 2]","['4132', '73827', '3282', '25711', '45218']",45218,"['25711', '73827', '3282', '45218', '4132']"
"[3, 7]","[15, 17]","['19796', '37907', '30859', '19992', '47834']",47834,"['47834', '19992', '19796', '30859', '37907']"
"[7, 1]","[17, 18]","['16951', '12421', '53652', '8109', '51240']",51240,"['12421', '51240', '53652', '8109', '16951']"
"[3, 3]","[15, 13]","['10131', '72700', '22487', '22002', '42684']",42684,"['22487', '42684', '22002', '72700', '10131']"
"[3, 28]","[15, 13]","['42226', '55090', '73823', '12683', '42684']",42684,"['12683', '73823', '42684', '55090', '42226']"
"[3, 26]","[15, 28]","['11033', '72586', '34449', '1064', '3258']",3258,"['72586', '3258', '1064', '11033', '34449']"
"[0, 2]","[18, 23]","['54867', '67842', '48095', '66847', '64148']",64148,"['67842', '64148', '54867', '48095', '66847']"
"[18, 25]","[0, 2]","['62071', '3282', '25711', '73827', '48095']",48095,"['73827', '62071', '3282', '25711', '48095']"
"[7, 1]","[17, 18]","['17550', '53652', '3536', '10825', '46660']",46660,"['46660', '17550', '3536', '53652', '10825']"
"[0, 14]","[18, 25]","['17291', '37963', '42604', '1261', '25711']",25711,"['17291', '37963', '1261', '25711', '42604']"
"[3, 26]","[15, 13]","['50906', '19246', '68096', '18887', '42684']",42684,"['68096', '42684', '18887', '19246', '50906']"
"[3, 3]","[15, 28]","['30004', '10017', '22487', '994', '38548']",38548,"['994', '38548', '30004', '22487', '10017']"
"[18, 25]","[0, 14]","['62071', '25711', '73827', '3282', '80522']",80522,"['73827', '80522', '62071', '3282', '25711']"
"[17, 18]","[7, 1]","['21408', '21543', '46660', '31693', '12421']",12421,"['21408', '12421', '21543', '31693', '46660']"
"[3, 26]","[15, 13]","['18887', '19246', '40031', '68096', '20590']",20590,"['19246', '18887', '20590', '68096', '40031']"
"[15, 17]","[3, 21]","['1225', '11908', '60915', '47834', '42206']",42206,"['60915', '11908', '47834', '42206', '1225']"
"[3, 3]","[15, 28]","['994', '10017', '22002', '72700', '23274']",23274,"['10017', '23274', '994', '72700', '22002']"
"[3, 3]","[15, 17]","['10017', '22002', '30004', '994', '60915']",60915,"['22002', '60915', '10017', '994', '30004']"
"[0, 14]","[18, 23]","['17291', '80522', '1261', '42604', '15451']",15451,"['42604', '1261', '17291', '80522', '15451']"
"[3, 26]","[15, 13]","['32729', '9147', '1064', '50906', '42684']",42684,"['50906', '9147', '42684', '1064', '32729']"
"[3, 17]","[15, 13]","['12043', '38478', '54792', '53579', '34763']",34763,"['54792', '34763', '38478', '53579', '12043']"
"[3, 16]","[15, 21]","['56017', '177', '11746', '59100', '20839']",20839,"['59100', '56017', '177', '20839', '11746']"
"[3, 16]","[15, 21]","['59100', '56017', '63317', '11746', '13497']",13497,"['56017', '11746', '59100', '63317', '13497']"
"[7, 1]","[17, 21]","['17550', '12421', '53652', '10825', '78147']",78147,"['78147', '53652', '12421', '17550', '10825']"
"[0, 6]","[18, 23]","['43375', '75880', '43036', '41154', '15451']",15451,"['43375', '15451', '75880', '41154', '43036']"
"[15, 13]","[3, 3]","['24364', '34763', '53137', '42684', '72700']",72700,"['42684', '24364', '72700', '53137', '34763']"
"[3, 17]","[15, 17]","['64047', '38478', '54792', '12043', '11908']",11908,"['12043', '11908', '64047', '54792', '38478']"
"[17, 21]","[7, 22]","['40487', '69704', '62454', '9795', '40679']",40679,"['62454', '9795', '69704', '40487', '40679']"
"[18, 23]","[0, 14]","['61353', '48306', '20502', '10433', '1261']",1261,"['61353', '48306', '1261', '20502', '10433']"
"[0, 14]","[18, 25]","['37963', '39894', '17291', '1261', '73827']",73827,"['17291', '1261', '39894', '37963', '73827']"
"[3, 7]","[15, 21]","['4286', '37907', '73164', '19796', '13497']",13497,"['73164', '37907', '4286', '19796', '13497']"
"[3, 26]","[15, 21]","['72586', '50906', '18887', '1064', '3384']",3384,"['3384', '50906', '1064', '18887', '72586']"
"[0, 2]","[18, 23]","['44802', '28242', '44145', '62759', '26755']",26755,"['26755', '62759', '28242', '44145', '44802']"
"[3, 3]","[15, 13]","['22487', '72700', '30004', '10131', '42684']",42684,"['22487', '72700', '10131', '42684', '30004']"
"[7, 1]","[17, 18]","['12376', '17550', '16951', '10825', '21408']",21408,"['10825', '17550', '21408', '16951', '12376']"
"[18, 25]","[0, 7]","['4132', '3282', '62071', '25711', '15613']",15613,"['25711', '62071', '3282', '4132', '15613']"
"[0, 2]","[18, 23]","['48095', '54867', '44145', '44802', '6216']",6216,"['6216', '44145', '54867', '48095', '44802']"
"[17, 18]","[7, 20]","['66316', '21408', '6955', '31693', '54372']",54372,"['6955', '54372', '31693', '66316', '21408']"
"[18, 25]","[0, 14]","['4132', '62071', '25711', '3282', '17291']",17291,"['4132', '3282', '17291', '62071', '25711']"
"[0, 14]","[18, 25]","['1261', '42604', '17291', '80522', '4132']",4132,"['4132', '42604', '17291', '80522', '1261']"
"[7, 1]","[17, 18]","['10825', '8109', '12376', '53652', '21543']",21543,"['12376', '8109', '10825', '21543', '53652']"
"[18, 23]","[0, 2]","['5909', '64148', '32105', '78682', '80744']",80744,"['64148', '5909', '80744', '32105', '78682']"
"[0, 6]","[18, 23]","['43036', '59474', '75880', '41154', '37360']",37360,"['37360', '75880', '43036', '41154', '59474']"
"[3, 26]","[15, 28]","['19246', '32729', '11033', '18887', '67905']",67905,"['67905', '32729', '19246', '18887', '11033']"
"[0, 6]","[18, 25]","['75880', '59474', '43036', '49395', '62071']",62071,"['62071', '43036', '75880', '49395', '59474']"
"[3, 3]","[15, 17]","['72700', '10017', '10131', '22487', '60915']",60915,"['22487', '72700', '10017', '10131', '60915']"
"[18, 23]","[0, 2]","['67584', '25667', '42151', '65195', '32703']",32703,"['32703', '25667', '42151', '67584', '65195']"
"[18, 23]","[0, 0]","['61353', '10433', '12104', '6216', '8176']",8176,"['12104', '6216', '8176', '10433', '61353']"
"[7, 1]","[17, 18]","['17550', '16951', '53652', '12376', '21408']",21408,"['17550', '53652', '21408', '16951', '12376']"
"[17, 18]","[7, 1]","['66935', '70105', '31693', '51240', '12421']",12421,"['66935', '31693', '70105', '51240', '12421']"
"[17, 18]","[7, 3]","['31693', '66935', '46660', '70105', '64781']",64781,"['64781', '66935', '46660', '31693', '70105']"
"[15, 13]","[3, 26]","['25079', '20590', '53137', '42684', '40031']",40031,"['20590', '40031', '25079', '53137', '42684']"
"[3, 7]","[15, 28]","['37907', '30859', '19992', '4286', '23274']",23274,"['4286', '30859', '37907', '23274', '19992']"
"[17, 18]","[7, 1]","['66316', '21543', '51240', '70105', '8109']",8109,"['8109', '51240', '70105', '21543', '66316']"
"[17, 18]","[7, 20]","['70105', '66316', '6955', '21408', '2277']",2277,"['21408', '66316', '6955', '2277', '70105']"
"[18, 23]","[0, 24]","['14167', '26755', '32105', '67584', '31926']",31926,"['67584', '32105', '31926', '26755', '14167']"
"[15, 13]","[3, 17]","['25079', '34763', '24364', '68970', '54792']",54792,"['25079', '68970', '34763', '54792', '24364']"
"[18, 23]","[0, 24]","['15451', '72365', '72978', '67584', '37989']",37989,"['72978', '37989', '15451', '72365', '67584']"
"[3, 16]","[15, 13]","['177', '63317', '56017', '59100', '24364']",24364,"['59100', '63317', '24364', '177', '56017']"
"[17, 18]","[7, 1]","['66935', '6955', '46660', '70105', '10825']",10825,"['6955', '46660', '66935', '10825', '70105']"
"[15, 13]","[3, 21]","['25079', '34763', '24364', '68970', '14038']",14038,"['14038', '25079', '24364', '68970', '34763']"
"[18, 23]","[0, 6]","['78682', '12104', '67584', '26052', '59474']",59474,"['59474', '12104', '78682', '26052', '67584']"
"[15, 28]","[3, 4]","['23274', '67905', '38548', '10526', '35787']",35787,"['10526', '35787', '38548', '23274', '67905']"
"[17, 18]","[7, 20]","['31693', '6955', '66935', '46660', '54372']",54372,"['6955', '31693', '46660', '66935', '54372']"
"[7, 1]","[17, 21]","['17550', '8109', '12376', '12421', '69704']",69704,"['8109', '17550', '12376', '12421', '69704']"
"[3, 26]","[15, 28]","['32729', '40031', '34449', '50906', '23274']",23274,"['23274', '34449', '32729', '50906', '40031']"
"[3, 3]","[15, 21]","['10131', '10017', '994', '30004', '7489']",7489,"['994', '10017', '10131', '30004', '7489']"
"[3, 17]","[15, 13]","['54792', '53579', '12043', '64047', '25079']",25079,"['25079', '54792', '53579', '64047', '12043']"
"[3, 26]","[15, 28]","['11033', '1064', '50906', '18887', '10526']",10526,"['18887', '11033', '1064', '50906', '10526']"
"[3, 16]","[15, 28]","['177', '63317', '11746', '59100', '10526']",10526,"['59100', '177', '63317', '11746', '10526']"
"[7, 1]","[17, 5]","['3536', '12421', '10825', '17550', '50221']",50221,"['10825', '50221', '12421', '3536', '17550']"
"[15, 13]","[3, 16]","['42684', '25079', '68970', '34763', '177']",177,"['177', '68970', '34763', '42684', '25079']"
"[3, 3]","[15, 13]","['22002', '994', '22487', '30004', '25079']",25079,"['22002', '22487', '30004', '994', '25079']"
"[15, 28]","[3, 16]","['3258', '38548', '23274', '67905', '177']",177,"['67905', '23274', '177', '3258', '38548']"
"[3, 3]","[15, 28]","['22002', '10017', '72700', '994', '10526']",10526,"['10017', '10526', '72700', '994', '22002']"
"[3, 7]","[15, 21]","['4286', '19796', '19992', '30859', '20839']",20839,"['4286', '19992', '30859', '19796', '20839']"
"[15, 13]","[3, 26]","['20590', '53137', '24364', '34763', '50906']",50906,"['24364', '34763', '53137', '50906', '20590']"
"[15, 13]","[3, 16]","['34763', '68970', '25079', '20590', '59100']",59100,"['20590', '34763', '59100', '68970', '25079']"
"[3, 7]","[15, 28]","['73164', '19796', '19992', '37907', '23274']",23274,"['19796', '73164', '23274', '37907', '19992']"
"[3, 26]","[15, 21]","['72586', '18887', '32729', '50906', '20839']",20839,"['72586', '50906', '20839', '32729', '18887']"
"[7, 1]","[17, 5]","['16951', '17550', '12421', '10825', '33045']",33045,"['10825', '33045', '16951', '17550', '12421']"
"[3, 7]","[15, 13]","['4286', '19796', '19992', '37907', '68970']",68970,"['19796', '19992', '4286', '37907', '68970']"
"[0, 6]","[18, 25]","['49395', '43375', '41154', '25447', '62071']",62071,"['41154', '62071', '43375', '25447', '49395']"
"[15, 28]","[3, 3]","['23274', '38548', '67905', '3258', '22487']",22487,"['38548', '67905', '22487', '3258', '23274']"
"[0, 14]","[18, 25]","['80522', '1261', '42604', '39894', '25711']",25711,"['1261', '25711', '42604', '80522', '39894']"
"[3, 21]","[15, 21]","['42206', '57272', '14038', '53064', '13497']",13497,"['53064', '13497', '42206', '14038', '57272']"
"[0, 14]","[18, 25]","['1261', '42604', '39894', '37963', '62071']",62071,"['62071', '37963', '1261', '39894', '42604']"
"[17, 18]","[7, 22]","['21543', '70105', '51240', '66316', '79411']",79411,"['66316', '79411', '70105', '51240', '21543']"
"[0, 6]","[18, 23]","['41154', '43375', '49395', '43036', '6216']",6216,"['43375', '6216', '49395', '43036', '41154']"
"[3, 3]","[15, 21]","['10017', '10131', '72700', '22487', '7489']",7489,"['10131', '72700', '22487', '10017', '7489']"
"[0, 7]","[18, 23]","['72266', '15613', '66807', '65801', '26052']",26052,"['66807', '65801', '15613', '26052', '72266']"
"[18, 23]","[0, 2]","['42151', '72365', '67584', '12104', '48095']",48095,"['42151', '12104', '48095', '72365', '67584']"
"[0, 6]","[18, 23]","['59474', '75880', '43036', '41154', '26052']",26052,"['41154', '43036', '75880', '26052', '59474']"
"[0, 14]","[18, 23]","['37963', '39894', '42604', '80522', '59794']",59794,"['39894', '80522', '37963', '42604', '59794']"
"[3, 28]","[15, 13]","['73823', '55090', '12683', '42226', '20590']",20590,"['12683', '73823', '55090', '42226', '20590']"
"[0, 2]","[18, 23]","['48095', '66847', '9639', '43629', '6216']",6216,"['6216', '48095', '9639', '66847', '43629']"
"[3, 26]","[15, 13]","['19246', '9147', '11033', '68096', '24364']",24364,"['24364', '9147', '19246', '68096', '11033']"
"[3, 17]","[15, 13]","['54792', '38478', '33084', '64047', '34763']",34763,"['33084', '38478', '64047', '34763', '54792']"
"[3, 26]","[15, 28]","['18887', '72586', '1064', '19246', '23274']",23274,"['19246', '18887', '23274', '72586', '1064']"
"[0, 14]","[18, 23]","['80522', '42604', '75707', '39894', '32105']",32105,"['39894', '80522', '42604', '32105', '75707']"
"[0, 6]","[18, 23]","['43036', '25447', '75880', '41154', '6216']",6216,"['43036', '41154', '25447', '75880', '6216']"
"[0, 14]","[18, 25]","['37963', '42604', '1261', '75707', '25711']",25711,"['1261', '25711', '42604', '75707', '37963']"
"[3, 26]","[15, 28]","['11033', '68096', '72586', '49864', '3258']",3258,"['3258', '68096', '11033', '49864', '72586']"
"[15, 13]","[3, 17]","['68970', '24364', '25079', '53137', '53579']",53579,"['53579', '25079', '68970', '53137', '24364']"
"[0, 14]","[18, 23]","['75707', '39894', '1261', '17291', '20502']",20502,"['20502', '39894', '17291', '1261', '75707']"
"[0, 6]","[18, 25]","['41154', '49395', '43375', '59474', '25711']",25711,"['59474', '43375', '49395', '41154', '25711']"
"[0, 6]","[18, 23]","['43375', '59474', '49395', '75880', '37360']",37360,"['43375', '37360', '59474', '75880', '49395']"
"[0, 6]","[18, 25]","['49395', '43375', '43036', '41154', '62071']",62071,"['41154', '49395', '43036', '62071', '43375']"
"[0, 2]","[18, 25]","['60860', '43995', '44802', '9639', '25711']",25711,"['44802', '9639', '25711', '43995', '60860']"
"[3, 3]","[15, 21]","['10017', '994', '22487', '72700', '3384']",3384,"['72700', '10017', '994', '22487', '3384']"
"[7, 1]","[17, 5]","['12376', '16951', '53652', '10825', '72055']",72055,"['12376', '53652', '16951', '10825', '72055']"
"[15, 28]","[3, 17]","['3258', '38548', '23274', '67905', '53579']",53579,"['67905', '38548', '23274', '53579', '3258']"
"[7, 1]","[17, 18]","['16951', '8109', '3536', '17550', '70105']",70105,"['17550', '70105', '8109', '3536', '16951']"
"[17, 18]","[7, 22]","['46660', '70105', '31693', '21543', '31113']",31113,"['70105', '31693', '46660', '21543', '31113']"
"[7, 1]","[17, 18]","['12376', '12421', '53652', '3536', '51240']",51240,"['12376', '51240', '3536', '12421', '53652']"
"[17, 18]","[7, 20]","['70105', '21408', '66935', '6955', '2277']",2277,"['2277', '66935', '70105', '6955', '21408']"
"[18, 23]","[0, 2]","['20502', '14167', '26052', '32105', '59390']",59390,"['20502', '59390', '32105', '26052', '14167']"
"[7, 1]","[17, 5]","['53652', '3536', '10825', '16951', '72055']",72055,"['53652', '72055', '3536', '10825', '16951']"
"[7, 1]","[17, 18]","['8109', '16951', '53652', '3536', '46660']",46660,"['3536', '8109', '53652', '46660', '16951']"
"[0, 14]","[18, 23]","['1261', '39894', '17291', '37963', '14167']",14167,"['39894', '17291', '37963', '14167', '1261']"
"[0, 2]","[18, 25]","['44125', '70440', '44802', '80744', '4132']",4132,"['4132', '70440', '80744', '44125', '44802']"
"[15, 28]","[3, 21]","['3258', '67905', '10526', '38548', '14038']",14038,"['3258', '38548', '14038', '67905', '10526']"
"[0, 6]","[18, 23]","['49395', '43036', '59474', '43375', '25667']",25667,"['25667', '49395', '43036', '43375', '59474']"
"[15, 13]","[3, 26]","['34763', '42684', '25079', '24364', '11033']",11033,"['34763', '24364', '11033', '25079', '42684']"
"[7, 1]","[17, 18]","['17550', '53652', '8109', '16951', '66935']",66935,"['16951', '53652', '17550', '66935', '8109']"
