base_cluster,other_cluster,group,outlier_id,options
"[3, 3]","[9, 3]","['22487', '10017', '30004', '994', '64671']",64671,"['10017', '22487', '30004', '994', '64671']"
"[19, 5]","[3, 5]","['76431', '72346', '63902', '55314', '64']",64,"['64', '63902', '76431', '72346', '55314']"
"[19, 28]","[15, 28]","['43363', '42272', '52721', '23197', '23274']",23274,"['23197', '43363', '23274', '52721', '42272']"
"[3, 26]","[9, 26]","['1064', '34449', '49864', '18887', '27788']",27788,"['34449', '18887', '27788', '49864', '1064']"
"[19, 18]","[17, 18]","['41277', '30721', '36535', '55086', '51240']",51240,"['41277', '36535', '51240', '30721', '55086']"
"[19, 18]","[17, 18]","['55086', '29042', '58616', '36535', '70105']",70105,"['70105', '29042', '36535', '58616', '55086']"
"[5, 4]","[9, 4]","['62609', '2004', '35725', '27706', '64614']",64614,"['27706', '35725', '64614', '62609', '2004']"
"[17, 18]","[19, 18]","['66935', '70105', '66316', '21408', '41277']",41277,"['66316', '21408', '41277', '66935', '70105']"
"[19, 18]","[17, 18]","['49556', '29042', '30721', '41277', '46660']",46660,"['49556', '46660', '41277', '30721', '29042']"
"[19, 18]","[17, 18]","['55086', '74633', '30721', '41277', '46660']",46660,"['30721', '46660', '41277', '74633', '55086']"
"[19, 28]","[3, 28]","['40111', '42272', '23197', '55589', '8257']",8257,"['8257', '42272', '40111', '55589', '23197']"
"[5, 4]","[9, 4]","['51114', '63485', '53032', '2004', '50510']",50510,"['63485', '2004', '53032', '51114', '50510']"
"[5, 4]","[9, 4]","['27706', '2004', '63485', '62609', '64614']",64614,"['27706', '2004', '62609', '64614', '63485']"
"[5, 4]","[3, 4]","['62609', '70560', '63485', '27706', '11039']",11039,"['70560', '62609', '27706', '63485', '11039']"
"[17, 18]","[19, 18]","['66316', '31693', '70105', '21543', '55086']",55086,"['21543', '55086', '66316', '31693', '70105']"
"[3, 26]","[9, 26]","['34449', '19246', '11033', '32729', '27788']",27788,"['27788', '32729', '19246', '34449', '11033']"
"[5, 4]","[3, 4]","['27706', '63485', '35725', '70560', '9383']",9383,"['35725', '9383', '63485', '27706', '70560']"
"[17, 18]","[19, 18]","['70105', '66316', '21408', '21543', '55086']",55086,"['70105', '21408', '21543', '55086', '66316']"
"[19, 13]","[15, 13]","['43396', '26354', '35479', '42612', '25079']",25079,"['43396', '42612', '35479', '26354', '25079']"
"[17, 18]","[19, 18]","['31693', '21408', '21543', '46660', '49556']",49556,"['46660', '21543', '21408', '31693', '49556']"
"[3, 26]","[9, 26]","['34449', '68096', '40031', '72586', '23716']",23716,"['68096', '23716', '34449', '40031', '72586']"
"[17, 18]","[19, 18]","['21408', '66316', '31693', '6955', '35149']",35149,"['35149', '6955', '21408', '31693', '66316']"
"[3, 26]","[9, 26]","['9147', '11033', '34449', '49864', '23716']",23716,"['34449', '9147', '49864', '23716', '11033']"
"[3, 26]","[9, 26]","['50906', '32729', '11033', '49864', '50181']",50181,"['50906', '49864', '32729', '11033', '50181']"
"[3, 26]","[9, 26]","['49864', '68096', '18887', '72586', '27788']",27788,"['72586', '68096', '27788', '49864', '18887']"
"[3, 26]","[9, 26]","['32729', '18887', '40031', '68096', '50181']",50181,"['18887', '68096', '50181', '40031', '32729']"
"[19, 18]","[17, 18]","['55086', '36535', '30721', '49556', '6955']",6955,"['49556', '55086', '30721', '36535', '6955']"
"[19, 18]","[17, 18]","['58616', '49556', '36535', '74633', '31693']",31693,"['36535', '74633', '49556', '31693', '58616']"
"[17, 18]","[19, 18]","['46660', '21543', '66316', '66935', '55086']",55086,"['66935', '21543', '46660', '55086', '66316']"
"[3, 3]","[7, 3]","['10017', '994', '22487', '30004', '52457']",52457,"['22487', '52457', '30004', '10017', '994']"
"[19, 18]","[17, 18]","['74633', '58616', '55086', '36535', '21543']",21543,"['21543', '58616', '36535', '55086', '74633']"
"[0, 14]","[19, 14]","['39894', '37963', '1261', '75707', '26372']",26372,"['75707', '1261', '39894', '37963', '26372']"
"[17, 18]","[19, 18]","['31693', '51240', '66935', '46660', '35149']",35149,"['51240', '35149', '31693', '66935', '46660']"
"[19, 5]","[17, 5]","['63902', '72346', '17017', '59952', '72055']",72055,"['72055', '63902', '17017', '59952', '72346']"
"[15, 13]","[19, 13]","['34763', '68970', '42684', '20590', '43324']",43324,"['68970', '43324', '20590', '42684', '34763']"
"[17, 18]","[19, 18]","['66316', '21543', '66935', '46660', '36535']",36535,"['66935', '66316', '21543', '36535', '46660']"
"[19, 5]","[3, 5]","['59952', '17017', '76431', '72346', '63514']",63514,"['63514', '76431', '72346', '17017', '59952']"
"[17, 18]","[19, 18]","['21543', '66935', '21408', '70105', '30721']",30721,"['66935', '30721', '70105', '21543', '21408']"
"[17, 18]","[19, 18]","['6955', '46660', '21408', '51240', '49556']",49556,"['46660', '51240', '21408', '6955', '49556']"
"[19, 18]","[17, 18]","['35149', '74633', '58616', '36535', '70105']",70105,"['58616', '74633', '35149', '70105', '36535']"
"[19, 28]","[15, 28]","['40111', '23197', '55589', '52721', '23274']",23274,"['23274', '55589', '40111', '23197', '52721']"
"[17, 18]","[19, 18]","['6955', '70105', '31693', '66935', '49556']",49556,"['31693', '70105', '49556', '66935', '6955']"
"[17, 18]","[19, 18]","['21543', '66935', '31693', '46660', '55086']",55086,"['31693', '46660', '66935', '55086', '21543']"
"[3, 26]","[9, 26]","['68096', '11033', '34449', '32729', '6759']",6759,"['34449', '32729', '11033', '6759', '68096']"
"[15, 13]","[19, 13]","['53137', '25079', '20590', '24364', '35479']",35479,"['20590', '35479', '25079', '53137', '24364']"
"[5, 4]","[9, 4]","['2004', '70560', '62609', '53032', '64614']",64614,"['70560', '64614', '62609', '53032', '2004']"
"[19, 18]","[17, 18]","['41277', '55086', '36535', '29042', '46660']",46660,"['29042', '55086', '36535', '46660', '41277']"
"[17, 18]","[19, 18]","['66316', '46660', '6955', '51240', '29042']",29042,"['51240', '6955', '46660', '66316', '29042']"
"[19, 18]","[17, 18]","['35149', '74633', '36535', '55086', '21543']",21543,"['74633', '36535', '35149', '21543', '55086']"
"[5, 4]","[9, 4]","['27706', '53032', '70560', '35725', '50510']",50510,"['27706', '53032', '50510', '35725', '70560']"
"[17, 18]","[19, 18]","['51240', '66316', '21408', '46660', '49556']",49556,"['49556', '66316', '51240', '21408', '46660']"
"[3, 3]","[9, 3]","['72700', '30004', '994', '22487', '9662']",9662,"['30004', '994', '22487', '72700', '9662']"
"[3, 26]","[9, 26]","['19246', '72586', '50906', '1064', '27788']",27788,"['1064', '19246', '27788', '72586', '50906']"
"[19, 28]","[15, 28]","['55589', '42272', '43363', '23197', '10526']",10526,"['23197', '42272', '10526', '55589', '43363']"
"[3, 26]","[9, 26]","['1064', '72586', '49864', '40031', '50181']",50181,"['72586', '1064', '49864', '50181', '40031']"
"[19, 18]","[17, 18]","['55086', '29042', '30721', '49556', '21408']",21408,"['21408', '29042', '55086', '49556', '30721']"
"[19, 18]","[17, 18]","['29042', '55086', '35149', '36535', '21543']",21543,"['21543', '36535', '55086', '29042', '35149']"
"[3, 7]","[14, 7]","['19796', '19992', '37907', '30859', '51393']",51393,"['19992', '30859', '51393', '19796', '37907']"
"[3, 26]","[9, 26]","['34449', '68096', '18887', '50906', '7474']",7474,"['68096', '34449', '7474', '18887', '50906']"
"[5, 4]","[3, 4]","['35725', '62609', '53032', '27706', '35787']",35787,"['35725', '53032', '35787', '27706', '62609']"
"[3, 26]","[9, 26]","['9147', '1064', '68096', '34449', '7474']",7474,"['9147', '68096', '34449', '1064', '7474']"
"[19, 18]","[17, 18]","['74633', '36535', '30721', '41277', '46660']",46660,"['46660', '74633', '36535', '30721', '41277']"
"[3, 26]","[9, 26]","['49864', '34449', '18887', '11033', '23716']",23716,"['11033', '23716', '34449', '18887', '49864']"
"[17, 18]","[19, 18]","['66935', '70105', '6955', '51240', '58616']",58616,"['6955', '66935', '70105', '51240', '58616']"
"[19, 5]","[17, 5]","['72346', '32569', '76431', '63902', '33045']",33045,"['33045', '32569', '76431', '72346', '63902']"
"[3, 3]","[9, 3]","['10017', '30004', '72700', '994', '1268']",1268,"['10017', '30004', '72700', '1268', '994']"
"[19, 5]","[3, 5]","['59952', '63902', '17017', '32569', '64']",64,"['63902', '59952', '64', '17017', '32569']"
"[19, 18]","[17, 18]","['55086', '36535', '49556', '74633', '6955']",6955,"['36535', '49556', '74633', '55086', '6955']"
"[0, 14]","[19, 14]","['17291', '80522', '39894', '37963', '72517']",72517,"['39894', '80522', '37963', '72517', '17291']"
"[17, 21]","[3, 21]","['62549', '62454', '9795', '40487', '53064']",53064,"['53064', '40487', '62549', '62454', '9795']"
"[9, 3]","[3, 3]","['14914', '9662', '74662', '64671', '10017']",10017,"['9662', '14914', '64671', '10017', '74662']"
"[17, 18]","[19, 18]","['51240', '70105', '66316', '31693', '41277']",41277,"['51240', '66316', '41277', '31693', '70105']"
"[19, 18]","[17, 18]","['49556', '58616', '74633', '36535', '6955']",6955,"['49556', '58616', '36535', '6955', '74633']"
"[17, 18]","[19, 18]","['21543', '31693', '66316', '51240', '74633']",74633,"['21543', '74633', '31693', '66316', '51240']"
"[3, 26]","[9, 26]","['11033', '32729', '34449', '68096', '27788']",27788,"['27788', '11033', '32729', '68096', '34449']"
"[3, 26]","[9, 26]","['49864', '34449', '1064', '32729', '50181']",50181,"['1064', '50181', '49864', '32729', '34449']"
"[17, 18]","[19, 18]","['66316', '21543', '51240', '70105', '29042']",29042,"['51240', '21543', '70105', '29042', '66316']"
"[19, 18]","[17, 18]","['58616', '74633', '29042', '41277', '66935']",66935,"['66935', '29042', '74633', '58616', '41277']"
"[17, 18]","[19, 18]","['6955', '31693', '70105', '66316', '29042']",29042,"['66316', '31693', '70105', '6955', '29042']"
"[15, 13]","[19, 13]","['24364', '25079', '42684', '68970', '26354']",26354,"['26354', '25079', '68970', '42684', '24364']"
"[15, 13]","[19, 13]","['24364', '34763', '68970', '53137', '26354']",26354,"['34763', '68970', '53137', '24364', '26354']"
"[5, 4]","[3, 4]","['27706', '53032', '70560', '51114', '35787']",35787,"['53032', '51114', '35787', '70560', '27706']"
"[3, 3]","[9, 3]","['994', '10017', '30004', '22487', '9662']",9662,"['9662', '22487', '10017', '994', '30004']"
"[17, 18]","[19, 18]","['66316', '6955', '46660', '70105', '35149']",35149,"['35149', '6955', '70105', '66316', '46660']"
"[5, 4]","[9, 4]","['62609', '51114', '53032', '2004', '80219']",80219,"['53032', '80219', '51114', '2004', '62609']"
"[15, 13]","[19, 13]","['34763', '68970', '42684', '20590', '35479']",35479,"['20590', '35479', '68970', '34763', '42684']"
"[19, 18]","[17, 18]","['49556', '36535', '30721', '55086', '21408']",21408,"['30721', '49556', '55086', '21408', '36535']"
"[17, 18]","[19, 18]","['31693', '51240', '21408', '66935', '36535']",36535,"['21408', '51240', '66935', '36535', '31693']"
"[0, 14]","[19, 14]","['42604', '39894', '75707', '80522', '26372']",26372,"['75707', '39894', '80522', '26372', '42604']"
"[5, 4]","[3, 4]","['53032', '62609', '63485', '2004', '9383']",9383,"['2004', '63485', '53032', '9383', '62609']"
"[3, 3]","[7, 3]","['994', '22487', '10017', '30004', '75828']",75828,"['22487', '10017', '994', '30004', '75828']"
"[15, 13]","[19, 13]","['42684', '20590', '53137', '24364', '43396']",43396,"['43396', '24364', '53137', '20590', '42684']"
"[15, 13]","[19, 13]","['24364', '68970', '53137', '25079', '26354']",26354,"['53137', '68970', '26354', '25079', '24364']"
"[17, 18]","[19, 18]","['21543', '6955', '46660', '21408', '36535']",36535,"['21408', '46660', '21543', '6955', '36535']"
"[19, 5]","[3, 5]","['55314', '17017', '76431', '59952', '12162']",12162,"['76431', '17017', '55314', '59952', '12162']"
"[17, 21]","[3, 21]","['69704', '78147', '62549', '62454', '42206']",42206,"['78147', '62549', '62454', '69704', '42206']"
"[5, 4]","[3, 4]","['2004', '62609', '51114', '27706', '20671']",20671,"['27706', '51114', '62609', '20671', '2004']"
"[3, 26]","[9, 26]","['11033', '19246', '50906', '68096', '23716']",23716,"['11033', '19246', '50906', '23716', '68096']"
"[17, 18]","[19, 18]","['70105', '46660', '66316', '51240', '35149']",35149,"['66316', '35149', '51240', '46660', '70105']"
"[19, 28]","[3, 28]","['43363', '55589', '52721', '42272', '55090']",55090,"['55090', '52721', '43363', '55589', '42272']"
"[3, 3]","[9, 3]","['994', '10017', '72700', '22002', '9662']",9662,"['22002', '994', '10017', '9662', '72700']"
"[3, 26]","[9, 26]","['9147', '68096', '50906', '34449', '23716']",23716,"['50906', '9147', '23716', '68096', '34449']"
"[3, 26]","[9, 26]","['40031', '72586', '49864', '19246', '23716']",23716,"['40031', '49864', '19246', '72586', '23716']"
"[3, 26]","[9, 26]","['34449', '68096', '32729', '1064', '50181']",50181,"['34449', '32729', '50181', '1064', '68096']"
"[3, 26]","[9, 26]","['68096', '18887', '1064', '72586', '7474']",7474,"['72586', '68096', '1064', '18887', '7474']"
"[3, 3]","[9, 3]","['22487', '72700', '30004', '994', '74662']",74662,"['994', '30004', '22487', '72700', '74662']"
"[19, 18]","[17, 18]","['74633', '30721', '58616', '55086', '51240']",51240,"['30721', '55086', '74633', '58616', '51240']"
"[3, 26]","[9, 26]","['19246', '50906', '72586', '1064', '23716']",23716,"['19246', '50906', '1064', '23716', '72586']"
"[19, 18]","[17, 18]","['49556', '35149', '55086', '29042', '51240']",51240,"['35149', '29042', '55086', '51240', '49556']"
"[3, 26]","[9, 26]","['49864', '34449', '9147', '32729', '27788']",27788,"['32729', '49864', '34449', '9147', '27788']"
"[17, 18]","[19, 18]","['66935', '21408', '31693', '66316', '29042']",29042,"['29042', '21408', '31693', '66316', '66935']"
"[5, 4]","[9, 4]","['63485', '2004', '70560', '51114', '79413']",79413,"['79413', '2004', '70560', '51114', '63485']"
"[19, 18]","[17, 18]","['58616', '36535', '41277', '74633', '46660']",46660,"['74633', '36535', '41277', '46660', '58616']"
"[17, 18]","[19, 18]","['31693', '21408', '6955', '46660', '30721']",30721,"['21408', '31693', '46660', '6955', '30721']"
"[3, 26]","[9, 26]","['34449', '9147', '40031', '19246', '23716']",23716,"['9147', '40031', '23716', '19246', '34449']"
"[3, 3]","[7, 3]","['10017', '30004', '72700', '22002', '75828']",75828,"['30004', '72700', '10017', '22002', '75828']"
"[17, 18]","[19, 18]","['21408', '46660', '66316', '31693', '41277']",41277,"['66316', '46660', '31693', '41277', '21408']"
"[3, 7]","[0, 7]","['19992', '37907', '19796', '30859', '10984']",10984,"['19992', '37907', '19796', '10984', '30859']"
"[3, 26]","[9, 26]","['40031', '11033', '18887', '72586', '27788']",27788,"['40031', '18887', '11033', '72586', '27788']"
"[3, 26]","[9, 26]","['19246', '18887', '32729', '40031', '6759']",6759,"['19246', '6759', '40031', '18887', '32729']"
"[19, 18]","[17, 18]","['74633', '29042', '49556', '58616', '21543']",21543,"['58616', '21543', '49556', '74633', '29042']"
"[3, 26]","[9, 26]","['49864', '34449', '18887', '50906', '50181']",50181,"['18887', '50906', '50181', '34449', '49864']"
"[3, 26]","[9, 26]","['49864', '1064', '19246', '50906', '23716']",23716,"['1064', '19246', '23716', '49864', '50906']"
"[3, 26]","[9, 26]","['40031', '19246', '18887', '49864', '23716']",23716,"['19246', '40031', '49864', '23716', '18887']"
"[19, 18]","[17, 18]","['55086', '58616', '29042', '41277', '66316']",66316,"['41277', '66316', '55086', '29042', '58616']"
"[17, 18]","[19, 18]","['66935', '66316', '21543', '46660', '41277']",41277,"['41277', '66316', '66935', '46660', '21543']"
"[17, 18]","[19, 18]","['6955', '66316', '46660', '21408', '30721']",30721,"['30721', '46660', '6955', '21408', '66316']"
"[19, 18]","[17, 18]","['58616', '55086', '30721', '29042', '66935']",66935,"['55086', '58616', '30721', '29042', '66935']"
"[17, 18]","[19, 18]","['6955', '70105', '51240', '46660', '58616']",58616,"['70105', '51240', '6955', '58616', '46660']"
"[19, 18]","[17, 18]","['35149', '74633', '49556', '58616', '66316']",66316,"['66316', '49556', '74633', '58616', '35149']"
"[5, 4]","[9, 4]","['63485', '27706', '53032', '35725', '79413']",79413,"['35725', '27706', '53032', '63485', '79413']"
"[3, 3]","[9, 3]","['10131', '72700', '30004', '22487', '14914']",14914,"['10131', '72700', '14914', '22487', '30004']"
"[17, 18]","[19, 18]","['46660', '51240', '31693', '6955', '35149']",35149,"['51240', '35149', '46660', '6955', '31693']"
"[3, 26]","[9, 26]","['34449', '1064', '19246', '68096', '23716']",23716,"['1064', '34449', '23716', '19246', '68096']"
"[5, 4]","[9, 4]","['62609', '35725', '53032', '51114', '79413']",79413,"['62609', '35725', '51114', '53032', '79413']"
"[0, 14]","[19, 14]","['75707', '1261', '39894', '80522', '26372']",26372,"['80522', '75707', '39894', '26372', '1261']"
"[19, 18]","[17, 18]","['49556', '36535', '41277', '55086', '31693']",31693,"['31693', '49556', '55086', '36535', '41277']"
"[3, 26]","[9, 26]","['49864', '1064', '18887', '19246', '7474']",7474,"['1064', '18887', '7474', '49864', '19246']"
"[3, 26]","[9, 26]","['19246', '1064', '11033', '49864', '6759']",6759,"['49864', '6759', '11033', '1064', '19246']"
"[19, 28]","[3, 28]","['52721', '42272', '43363', '40111', '42226']",42226,"['42272', '40111', '52721', '43363', '42226']"
"[19, 18]","[17, 18]","['29042', '35149', '74633', '49556', '46660']",46660,"['46660', '49556', '35149', '29042', '74633']"
"[19, 18]","[17, 18]","['58616', '29042', '36535', '41277', '31693']",31693,"['29042', '31693', '36535', '58616', '41277']"
"[3, 26]","[9, 26]","['11033', '32729', '72586', '49864', '6759']",6759,"['72586', '11033', '6759', '32729', '49864']"
"[19, 18]","[17, 18]","['35149', '74633', '41277', '36535', '6955']",6955,"['74633', '6955', '35149', '36535', '41277']"
"[19, 18]","[17, 18]","['36535', '35149', '49556', '41277', '6955']",6955,"['49556', '36535', '35149', '6955', '41277']"
"[19, 18]","[17, 18]","['58616', '74633', '29042', '36535', '70105']",70105,"['74633', '29042', '36535', '58616', '70105']"
"[3, 26]","[9, 26]","['19246', '40031', '32729', '18887', '7474']",7474,"['32729', '7474', '19246', '40031', '18887']"
"[19, 18]","[17, 18]","['58616', '49556', '35149', '36535', '66935']",66935,"['58616', '49556', '35149', '36535', '66935']"
"[3, 3]","[7, 3]","['10131', '994', '22487', '30004', '75828']",75828,"['30004', '22487', '75828', '10131', '994']"
"[17, 18]","[19, 18]","['21543', '66316', '31693', '46660', '58616']",58616,"['46660', '66316', '58616', '31693', '21543']"
"[19, 18]","[17, 18]","['74633', '30721', '35149', '55086', '51240']",51240,"['74633', '55086', '35149', '30721', '51240']"
"[3, 26]","[9, 26]","['19246', '18887', '11033', '1064', '23716']",23716,"['23716', '11033', '19246', '1064', '18887']"
"[19, 5]","[3, 5]","['17017', '72346', '55314', '76431', '64']",64,"['17017', '55314', '76431', '64', '72346']"
"[5, 4]","[9, 4]","['35725', '70560', '51114', '62609', '79413']",79413,"['51114', '62609', '35725', '70560', '79413']"
"[19, 18]","[17, 18]","['35149', '55086', '36535', '30721', '21543']",21543,"['21543', '35149', '30721', '36535', '55086']"
"[17, 18]","[19, 18]","['46660', '66316', '21543', '6955', '36535']",36535,"['66316', '21543', '46660', '36535', '6955']"
"[19, 5]","[3, 5]","['17017', '76431', '63902', '55314', '74226']",74226,"['63902', '17017', '55314', '74226', '76431']"
"[17, 18]","[19, 18]","['46660', '66316', '51240', '21543', '41277']",41277,"['66316', '46660', '51240', '21543', '41277']"
"[19, 5]","[3, 5]","['17017', '32569', '76431', '63902', '64']",64,"['63902', '17017', '32569', '76431', '64']"
"[17, 18]","[19, 18]","['66316', '31693', '70105', '46660', '74633']",74633,"['46660', '66316', '31693', '70105', '74633']"
"[19, 5]","[3, 5]","['63902', '32569', '59952', '17017', '12162']",12162,"['32569', '12162', '17017', '63902', '59952']"
"[15, 13]","[19, 13]","['68970', '34763', '42684', '20590', '37914']",37914,"['34763', '42684', '37914', '68970', '20590']"
"[19, 18]","[17, 18]","['58616', '74633', '55086', '29042', '46660']",46660,"['46660', '29042', '55086', '58616', '74633']"
"[3, 26]","[9, 26]","['11033', '34449', '49864', '68096', '23716']",23716,"['23716', '68096', '49864', '34449', '11033']"
"[17, 18]","[19, 18]","['6955', '70105', '66935', '21408', '58616']",58616,"['21408', '66935', '6955', '70105', '58616']"
"[19, 18]","[17, 18]","['35149', '55086', '30721', '29042', '66316']",66316,"['30721', '29042', '55086', '66316', '35149']"
"[17, 21]","[3, 21]","['40487', '69704', '62549', '62454', '57272']",57272,"['40487', '62549', '57272', '69704', '62454']"
"[17, 18]","[19, 18]","['31693', '51240', '21408', '70105', '36535']",36535,"['21408', '31693', '51240', '70105', '36535']"
"[3, 7]","[14, 7]","['19796', '37907', '73164', '30859', '77045']",77045,"['19796', '73164', '77045', '37907', '30859']"
"[17, 18]","[19, 18]","['21408', '31693', '66316', '66935', '49556']",49556,"['66935', '21408', '49556', '31693', '66316']"
"[19, 18]","[17, 18]","['74633', '30721', '58616', '55086', '46660']",46660,"['30721', '55086', '46660', '58616', '74633']"
"[19, 18]","[17, 18]","['49556', '41277', '35149', '74633', '51240']",51240,"['51240', '49556', '41277', '74633', '35149']"
"[17, 18]","[19, 18]","['21543', '66316', '21408', '51240', '49556']",49556,"['21408', '21543', '51240', '49556', '66316']"
"[3, 3]","[7, 3]","['22002', '30004', '10131', '72700', '75828']",75828,"['30004', '22002', '75828', '10131', '72700']"
"[3, 3]","[7, 3]","['10017', '994', '72700', '22002', '64781']",64781,"['10017', '994', '22002', '72700', '64781']"
"[19, 18]","[17, 18]","['58616', '41277', '36535', '35149', '66316']",66316,"['41277', '35149', '36535', '58616', '66316']"
"[3, 26]","[9, 26]","['1064', '49864', '19246', '40031', '6759']",6759,"['40031', '19246', '6759', '49864', '1064']"
"[17, 18]","[19, 18]","['70105', '66935', '21408', '51240', '58616']",58616,"['21408', '70105', '58616', '66935', '51240']"
"[17, 21]","[15, 21]","['9795', '78147', '62549', '69704', '3384']",3384,"['69704', '3384', '78147', '62549', '9795']"
"[3, 26]","[9, 26]","['68096', '49864', '34449', '9147', '6759']",6759,"['9147', '68096', '34449', '49864', '6759']"
"[17, 18]","[19, 18]","['51240', '31693', '66316', '21408', '30721']",30721,"['30721', '31693', '21408', '51240', '66316']"
"[17, 21]","[3, 21]","['69704', '62454', '78147', '9795', '53064']",53064,"['69704', '62454', '78147', '9795', '53064']"
"[3, 26]","[9, 26]","['11033', '49864', '34449', '68096', '50181']",50181,"['11033', '49864', '34449', '68096', '50181']"
"[5, 4]","[3, 4]","['62609', '35725', '51114', '27706', '20671']",20671,"['20671', '27706', '35725', '51114', '62609']"
"[17, 18]","[19, 18]","['21543', '66316', '31693', '21408', '41277']",41277,"['21408', '21543', '31693', '41277', '66316']"
"[3, 26]","[9, 26]","['72586', '11033', '40031', '32729', '7474']",7474,"['32729', '7474', '40031', '72586', '11033']"
"[19, 5]","[3, 5]","['72346', '32569', '76431', '55314', '63514']",63514,"['32569', '63514', '72346', '76431', '55314']"
"[19, 18]","[17, 18]","['41277', '74633', '30721', '55086', '66935']",66935,"['66935', '41277', '55086', '74633', '30721']"
"[19, 5]","[3, 5]","['55314', '76431', '63902', '72346', '63514']",63514,"['72346', '63902', '55314', '76431', '63514']"
"[19, 18]","[17, 18]","['41277', '49556', '30721', '29042', '51240']",51240,"['49556', '30721', '29042', '41277', '51240']"
"[3, 26]","[9, 26]","['34449', '68096', '11033', '72586', '50181']",50181,"['11033', '50181', '34449', '72586', '68096']"
"[3, 26]","[9, 26]","['32729', '34449', '9147', '68096', '50181']",50181,"['68096', '50181', '32729', '9147', '34449']"
"[17, 18]","[19, 18]","['31693', '6955', '66935', '21543', '41277']",41277,"['41277', '6955', '31693', '21543', '66935']"
"[3, 26]","[9, 26]","['50906', '19246', '18887', '34449', '23716']",23716,"['18887', '50906', '34449', '23716', '19246']"
"[3, 26]","[9, 26]","['34449', '18887', '68096', '9147', '27788']",27788,"['18887', '34449', '9147', '68096', '27788']"
"[3, 26]","[9, 26]","['72586', '9147', '40031', '19246', '50181']",50181,"['9147', '50181', '40031', '19246', '72586']"
"[17, 18]","[19, 18]","['21408', '46660', '6955', '21543', '58616']",58616,"['21543', '58616', '6955', '21408', '46660']"
"[3, 7]","[0, 7]","['4286', '19992', '19796', '30859', '15613']",15613,"['30859', '4286', '19796', '15613', '19992']"
"[19, 28]","[3, 28]","['43363', '23197', '55589', '42272', '8257']",8257,"['8257', '42272', '43363', '23197', '55589']"
"[19, 5]","[17, 5]","['76431', '59952', '72346', '17017', '50221']",50221,"['76431', '59952', '17017', '72346', '50221']"
"[3, 26]","[9, 26]","['1064', '34449', '11033', '9147', '50181']",50181,"['34449', '9147', '1064', '11033', '50181']"
"[3, 26]","[9, 26]","['19246', '68096', '11033', '49864', '23716']",23716,"['23716', '19246', '68096', '49864', '11033']"
"[3, 7]","[0, 7]","['37907', '19992', '4286', '73164', '72266']",72266,"['72266', '19992', '4286', '73164', '37907']"
"[3, 26]","[9, 26]","['49864', '1064', '72586', '50906', '27788']",27788,"['49864', '50906', '1064', '72586', '27788']"
"[19, 18]","[17, 18]","['49556', '35149', '41277', '55086', '31693']",31693,"['31693', '41277', '35149', '49556', '55086']"
"[3, 26]","[9, 26]","['19246', '72586', '50906', '40031', '6759']",6759,"['6759', '72586', '40031', '50906', '19246']"
"[17, 18]","[19, 18]","['21408', '6955', '46660', '31693', '49556']",49556,"['6955', '46660', '31693', '49556', '21408']"
"[5, 4]","[9, 4]","['2004', '35725', '70560', '62609', '50510']",50510,"['70560', '2004', '35725', '50510', '62609']"
"[3, 26]","[9, 26]","['34449', '11033', '18887', '32729', '27788']",27788,"['32729', '18887', '34449', '11033', '27788']"
"[15, 13]","[19, 13]","['25079', '24364', '42684', '53137', '43396']",43396,"['24364', '42684', '53137', '43396', '25079']"
"[3, 26]","[9, 26]","['40031', '72586', '32729', '18887', '27788']",27788,"['32729', '18887', '27788', '40031', '72586']"
"[19, 18]","[17, 18]","['29042', '41277', '74633', '49556', '66316']",66316,"['41277', '74633', '49556', '29042', '66316']"
"[3, 26]","[9, 26]","['72586', '1064', '19246', '34449', '23716']",23716,"['1064', '72586', '23716', '19246', '34449']"
"[3, 26]","[9, 26]","['50906', '19246', '11033', '49864', '23716']",23716,"['23716', '11033', '50906', '49864', '19246']"
"[19, 18]","[17, 18]","['58616', '55086', '30721', '36535', '21543']",21543,"['30721', '58616', '21543', '55086', '36535']"
"[3, 26]","[9, 26]","['72586', '1064', '18887', '49864', '7474']",7474,"['49864', '18887', '7474', '72586', '1064']"
"[15, 13]","[19, 13]","['24364', '25079', '53137', '34763', '35479']",35479,"['53137', '34763', '35479', '25079', '24364']"
"[3, 26]","[9, 26]","['1064', '9147', '11033', '34449', '7474']",7474,"['9147', '11033', '1064', '34449', '7474']"
"[3, 26]","[9, 26]","['50906', '49864', '40031', '32729', '6759']",6759,"['50906', '40031', '49864', '32729', '6759']"
"[19, 5]","[17, 5]","['17017', '55314', '76431', '72346', '33045']",33045,"['72346', '55314', '33045', '17017', '76431']"
"[3, 26]","[9, 26]","['40031', '1064', '68096', '18887', '6759']",6759,"['68096', '1064', '6759', '18887', '40031']"
"[3, 26]","[9, 26]","['50906', '18887', '9147', '1064', '7474']",7474,"['50906', '7474', '9147', '18887', '1064']"
"[3, 3]","[9, 3]","['22002', '30004', '22487', '994', '64671']",64671,"['30004', '22487', '22002', '994', '64671']"
"[19, 18]","[17, 18]","['41277', '30721', '58616', '36535', '21543']",21543,"['21543', '58616', '30721', '36535', '41277']"
"[15, 13]","[19, 13]","['20590', '24364', '68970', '25079', '26354']",26354,"['68970', '26354', '20590', '24364', '25079']"
"[19, 18]","[17, 18]","['30721', '29042', '41277', '55086', '46660']",46660,"['46660', '29042', '41277', '30721', '55086']"
